Pallet: "pallet_vesting", Extrinsic: "vest_locked", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
l,s,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
13,27,44693,1475,0,0,0,0,0
13,27,44467,1452,0,0,0,0,0
13,27,44516,1454,0,0,0,0,0
13,27,44673,1511,0,0,0,0,0
13,27,44742,1502,0,0,0,0,0
13,27,44743,1477,0,0,0,0,0
13,27,44097,1470,0,0,0,0,0
13,27,43945,1415,0,0,0,0,0
13,27,44387,1482,0,0,0,0,0
13,27,44921,1456,0,0,0,0,0
13,27,44951,1431,0,0,0,0,0
13,27,44641,1459,0,0,0,0,0
13,27,43988,1443,0,0,0,0,0
13,27,44773,1618,0,0,0,0,0
13,27,44065,1498,0,0,0,0,0
13,27,44403,1474,0,0,0,0,0
13,27,47814,1456,0,0,0,0,0
13,27,44473,1522,0,0,0,0,0
13,27,57634,1555,0,0,0,0,0
14,27,46623,1671,0,0,0,0,0
14,27,44686,1472,0,0,0,0,0
14,27,44649,1448,0,0,0,0,0
14,27,43996,1441,0,0,0,0,0
14,27,44514,1402,0,0,0,0,0
14,27,80163,1507,0,0,0,0,0
14,27,44950,1517,0,0,0,0,0
14,27,44002,1482,0,0,0,0,0
14,27,44379,1448,0,0,0,0,0
14,27,44313,1442,0,0,0,0,0
14,27,45353,1490,0,0,0,0,0
14,27,44273,1484,0,0,0,0,0
14,27,44150,1452,0,0,0,0,0
14,27,43823,1455,0,0,0,0,0
14,27,43924,1417,0,0,0,0,0
14,27,44924,1508,0,0,0,0,0
14,27,43760,1442,0,0,0,0,0
14,27,46876,1441,0,0,0,0,0
14,27,45234,1477,0,0,0,0,0
14,27,44617,1481,0,0,0,0,0
15,27,45540,1615,0,0,0,0,0
15,27,44749,1573,0,0,0,0,0
15,27,44712,1499,0,0,0,0,0
15,27,44621,1540,0,0,0,0,0
15,27,44186,1557,0,0,0,0,0
15,27,44408,1468,0,0,0,0,0
15,27,44645,1465,0,0,0,0,0
15,27,44807,1550,0,0,0,0,0
15,27,44468,1497,0,0,0,0,0
15,27,44939,1555,0,0,0,0,0
15,27,44615,1465,0,0,0,0,0
15,27,44729,1525,0,0,0,0,0
15,27,44683,1490,0,0,0,0,0
15,27,44399,1462,0,0,0,0,0
15,27,44368,1500,0,0,0,0,0
15,27,45050,1455,0,0,0,0,0
15,27,45233,1477,0,0,0,0,0
15,27,47358,1533,0,0,0,0,0
15,27,44328,1422,0,0,0,0,0
15,27,44647,1455,0,0,0,0,0
16,27,46332,1577,0,0,0,0,0
16,27,44982,1578,0,0,0,0,0
16,27,44760,1452,0,0,0,0,0
16,27,44105,1428,0,0,0,0,0
16,27,43986,1450,0,0,0,0,0
16,27,44398,1494,0,0,0,0,0
16,27,44402,1483,0,0,0,0,0
16,27,43874,1409,0,0,0,0,0
16,27,43699,1452,0,0,0,0,0
16,27,43684,1488,0,0,0,0,0
16,27,44214,1479,0,0,0,0,0
16,27,45264,1504,0,0,0,0,0
16,27,43933,1467,0,0,0,0,0
16,27,44568,1472,0,0,0,0,0
16,27,43874,1506,0,0,0,0,0
16,27,44837,1486,0,0,0,0,0
16,27,45626,1517,0,0,0,0,0
16,27,48234,1511,0,0,0,0,0
16,27,44827,1425,0,0,0,0,0
16,27,44338,1413,0,0,0,0,0
17,27,46403,1556,0,0,0,0,0
17,27,44898,1513,0,0,0,0,0
17,27,44703,1399,0,0,0,0,0
17,27,44909,1424,0,0,0,0,0
17,27,44223,1458,0,0,0,0,0
17,27,44651,1424,0,0,0,0,0
17,27,45070,1506,0,0,0,0,0
17,27,44534,1416,0,0,0,0,0
17,27,44763,1454,0,0,0,0,0
17,27,44281,1467,0,0,0,0,0
17,27,44527,1449,0,0,0,0,0
17,27,45300,1474,0,0,0,0,0
17,27,44462,1422,0,0,0,0,0
17,27,44681,1455,0,0,0,0,0
17,27,44269,1427,0,0,0,0,0
17,27,44905,1628,0,0,0,0,0
17,27,44558,1455,0,0,0,0,0
17,27,48412,1536,0,0,0,0,0
17,27,44879,1451,0,0,0,0,0
17,27,44324,1445,0,0,0,0,0
18,27,46028,1544,0,0,0,0,0
18,27,45508,1530,0,0,0,0,0
18,27,44737,1504,0,0,0,0,0
18,27,44945,1435,0,0,0,0,0
18,27,44499,1410,0,0,0,0,0
18,27,44439,1425,0,0,0,0,0
18,27,45106,1504,0,0,0,0,0
18,27,44506,1511,0,0,0,0,0
18,27,44543,1440,0,0,0,0,0
18,27,44192,1423,0,0,0,0,0
18,27,45373,1485,0,0,0,0,0
18,27,44116,1460,0,0,0,0,0
18,27,44487,1468,0,0,0,0,0
18,27,43771,1476,0,0,0,0,0
18,27,43853,1425,0,0,0,0,0
18,27,45145,1460,0,0,0,0,0
18,27,43994,1453,0,0,0,0,0
18,27,46444,1452,0,0,0,0,0
18,27,43875,1439,0,0,0,0,0
18,27,46449,1479,0,0,0,0,0
19,27,46830,1655,0,0,0,0,0
19,27,44613,1626,0,0,0,0,0
19,27,44402,1536,0,0,0,0,0
19,27,43994,1510,0,0,0,0,0
19,27,44364,1486,0,0,0,0,0
19,27,44464,1561,0,0,0,0,0
19,27,44337,1494,0,0,0,0,0
19,27,44555,1488,0,0,0,0,0
19,27,44412,1561,0,0,0,0,0
19,27,44402,1533,0,0,0,0,0
19,27,44554,1527,0,0,0,0,0
19,27,44134,1531,0,0,0,0,0
19,27,44447,1540,0,0,0,0,0
19,27,44191,1565,0,0,0,0,0
19,27,57971,1531,0,0,0,0,0
19,27,43914,1481,0,0,0,0,0
19,27,44657,1498,0,0,0,0,0
19,27,48886,1509,0,0,0,0,0
19,27,44588,1558,0,0,0,0,0
19,27,43879,1572,0,0,0,0,0
20,27,47203,1642,0,0,0,0,0
20,27,44874,1508,0,0,0,0,0
20,27,44447,1501,0,0,0,0,0
20,27,43873,1464,0,0,0,0,0
20,27,45033,1539,0,0,0,0,0
20,27,44735,1483,0,0,0,0,0
20,27,46292,1461,0,0,0,0,0
20,27,44645,1489,0,0,0,0,0
20,27,45719,1507,0,0,0,0,0
20,27,43521,1458,0,0,0,0,0
20,27,43814,1425,0,0,0,0,0
20,27,43509,1462,0,0,0,0,0
20,27,44526,1525,0,0,0,0,0
20,27,44061,1550,0,0,0,0,0
20,27,44340,1487,0,0,0,0,0
20,27,43966,1514,0,0,0,0,0
20,27,44253,1477,0,0,0,0,0
20,27,47255,1464,0,0,0,0,0
20,27,44419,1499,0,0,0,0,0
20,27,44234,1451,0,0,0,0,0
21,27,47695,1643,0,0,0,0,0
21,27,46164,1538,0,0,0,0,0
21,27,44592,1516,0,0,0,0,0
21,27,45261,1420,0,0,0,0,0
21,27,44220,1534,0,0,0,0,0
21,27,44338,1453,0,0,0,0,0
21,27,44655,1492,0,0,0,0,0
21,27,45392,1535,0,0,0,0,0
21,27,44586,1440,0,0,0,0,0
21,27,44643,1383,0,0,0,0,0
21,27,44946,1478,0,0,0,0,0
21,27,45145,1481,0,0,0,0,0
21,27,44943,1517,0,0,0,0,0
21,27,44980,1381,0,0,0,0,0
21,27,45171,1454,0,0,0,0,0
21,27,44705,1423,0,0,0,0,0
21,27,44786,1472,0,0,0,0,0
21,27,48886,1488,0,0,0,0,0
21,27,45075,1390,0,0,0,0,0
21,27,44906,1433,0,0,0,0,0
22,27,46758,1663,0,0,0,0,0
22,27,44770,1456,0,0,0,0,0
22,27,44235,1502,0,0,0,0,0
22,27,45061,1488,0,0,0,0,0
22,27,44931,1441,0,0,0,0,0
22,27,45015,1424,0,0,0,0,0
22,27,44268,1498,0,0,0,0,0
22,27,44565,1481,0,0,0,0,0
22,27,44829,1405,0,0,0,0,0
22,27,44724,1462,0,0,0,0,0
22,27,45313,1517,0,0,0,0,0
22,27,50019,1550,0,0,0,0,0
22,27,45033,1498,0,0,0,0,0
22,27,44732,1482,0,0,0,0,0
22,27,58006,1495,0,0,0,0,0
22,27,44412,1417,0,0,0,0,0
22,27,44367,1461,0,0,0,0,0
22,27,47823,1471,0,0,0,0,0
22,27,44548,1430,0,0,0,0,0
22,27,44189,1408,0,0,0,0,0
23,27,47019,1660,0,0,0,0,0
23,27,44966,1581,0,0,0,0,0
23,27,44799,1495,0,0,0,0,0
23,27,45346,1548,0,0,0,0,0
23,27,44460,1554,0,0,0,0,0
23,27,44626,1519,0,0,0,0,0
23,27,44433,1453,0,0,0,0,0
23,27,45234,1538,0,0,0,0,0
23,27,45165,1502,0,0,0,0,0
23,27,45098,1582,0,0,0,0,0
23,27,44406,1494,0,0,0,0,0
23,27,44585,1467,0,0,0,0,0
23,27,58721,1539,0,0,0,0,0
23,27,44582,1465,0,0,0,0,0
23,27,44931,1473,0,0,0,0,0
23,27,45195,1556,0,0,0,0,0
23,27,44447,1496,0,0,0,0,0
23,27,47670,1531,0,0,0,0,0
23,27,44208,1521,0,0,0,0,0
23,27,44412,1446,0,0,0,0,0
24,27,46611,1672,0,0,0,0,0
24,27,45009,1571,0,0,0,0,0
24,27,44971,1503,0,0,0,0,0
24,27,44981,1474,0,0,0,0,0
24,27,44376,1472,0,0,0,0,0
24,27,44546,1494,0,0,0,0,0
24,27,44720,1584,0,0,0,0,0
24,27,44753,1484,0,0,0,0,0
24,27,45279,1537,0,0,0,0,0
24,27,45313,1506,0,0,0,0,0
24,27,45146,1516,0,0,0,0,0
24,27,44881,1522,0,0,0,0,0
24,27,44439,1487,0,0,0,0,0
24,27,44692,1501,0,0,0,0,0
24,27,44924,1501,0,0,0,0,0
24,27,45061,1484,0,0,0,0,0
24,27,45078,1438,0,0,0,0,0
24,27,47982,1532,0,0,0,0,0
24,27,44771,1466,0,0,0,0,0
24,27,44992,1485,0,0,0,0,0
25,27,46325,1532,0,0,0,0,0
25,27,45059,1489,0,0,0,0,0
25,27,45058,1404,0,0,0,0,0
25,27,45093,1547,0,0,0,0,0
25,27,44880,1452,0,0,0,0,0
25,27,45465,1503,0,0,0,0,0
25,27,45084,1460,0,0,0,0,0
25,27,45184,1420,0,0,0,0,0
25,27,44878,1440,0,0,0,0,0
25,27,44410,1448,0,0,0,0,0
25,27,45353,1505,0,0,0,0,0
25,27,44663,1476,0,0,0,0,0
25,27,45119,1516,0,0,0,0,0
25,27,45676,1483,0,0,0,0,0
25,27,44713,1405,0,0,0,0,0
25,27,44710,1476,0,0,0,0,0
25,27,44807,1504,0,0,0,0,0
25,27,47924,1455,0,0,0,0,0
25,27,44983,1486,0,0,0,0,0
25,27,44821,1476,0,0,0,0,0
26,27,83651,1580,0,0,0,0,0
26,27,44936,1531,0,0,0,0,0
26,27,45091,1534,0,0,0,0,0
26,27,44618,1521,0,0,0,0,0
26,27,44269,1536,0,0,0,0,0
26,27,44209,1515,0,0,0,0,0
26,27,44997,1502,0,0,0,0,0
26,27,44893,1468,0,0,0,0,0
26,27,44946,1473,0,0,0,0,0
26,27,45131,1538,0,0,0,0,0
26,27,44425,1541,0,0,0,0,0
26,27,44924,1532,0,0,0,0,0
26,27,44832,1460,0,0,0,0,0
26,27,43834,1474,0,0,0,0,0
26,27,44788,1517,0,0,0,0,0
26,27,43810,1535,0,0,0,0,0
26,27,45834,1508,0,0,0,0,0
26,27,46951,1471,0,0,0,0,0
26,27,44510,1483,0,0,0,0,0
26,27,44744,1446,0,0,0,0,0
27,27,47363,1563,0,0,0,0,0
27,27,45535,1444,0,0,0,0,0
27,27,45033,1499,0,0,0,0,0
27,27,45262,1484,0,0,0,0,0
27,27,44896,1443,0,0,0,0,0
27,27,45144,1460,0,0,0,0,0
27,27,45956,1519,0,0,0,0,0
27,27,44741,1442,0,0,0,0,0
27,27,45065,1498,0,0,0,0,0
27,27,45355,1470,0,0,0,0,0
27,27,44854,1514,0,0,0,0,0
27,27,45616,1508,0,0,0,0,0
27,27,44900,1433,0,0,0,0,0
27,27,44940,1471,0,0,0,0,0
27,27,45106,1439,0,0,0,0,0
27,27,44949,1488,0,0,0,0,0
27,27,44353,1465,0,0,0,0,0
27,27,47182,1403,0,0,0,0,0
27,27,45133,1501,0,0,0,0,0
27,27,44738,1473,0,0,0,0,0
28,27,48507,1648,0,0,0,0,0
28,27,46315,1538,0,0,0,0,0
28,27,47029,1491,0,0,0,0,0
28,27,46655,1545,0,0,0,0,0
28,27,45071,1515,0,0,0,0,0
28,27,45067,1462,0,0,0,0,0
28,27,45735,1449,0,0,0,0,0
28,27,50279,1470,0,0,0,0,0
28,27,44892,1455,0,0,0,0,0
28,27,45068,1475,0,0,0,0,0
28,27,45937,1402,0,0,0,0,0
28,27,45102,1488,0,0,0,0,0
28,27,45623,1483,0,0,0,0,0
28,27,45730,1494,0,0,0,0,0
28,27,45179,1450,0,0,0,0,0
28,27,45225,1515,0,0,0,0,0
28,27,44641,1478,0,0,0,0,0
28,27,47375,1485,0,0,0,0,0
28,27,45200,1503,0,0,0,0,0
28,27,45821,1442,0,0,0,0,0
29,27,45882,1613,0,0,0,0,0
29,27,45952,1503,0,0,0,0,0
29,27,45722,1516,0,0,0,0,0
29,27,45524,1507,0,0,0,0,0
29,27,45773,1522,0,0,0,0,0
29,27,45913,1486,0,0,0,0,0
29,27,45189,1458,0,0,0,0,0
29,27,45817,1483,0,0,0,0,0
29,27,46087,1534,0,0,0,0,0
29,27,45650,1591,0,0,0,0,0
29,27,45752,1449,0,0,0,0,0
29,27,45169,1450,0,0,0,0,0
29,27,44658,1449,0,0,0,0,0
29,27,44996,1485,0,0,0,0,0
29,27,45637,1457,0,0,0,0,0
29,27,44833,1518,0,0,0,0,0
29,27,44418,1441,0,0,0,0,0
29,27,49017,1521,0,0,0,0,0
29,27,44764,1513,0,0,0,0,0
29,27,45269,1444,0,0,0,0,0
30,27,46356,1496,0,0,0,0,0
30,27,45753,1470,0,0,0,0,0
30,27,44986,1453,0,0,0,0,0
30,27,44471,1482,0,0,0,0,0
30,27,81813,1504,0,0,0,0,0
30,27,45288,1441,0,0,0,0,0
30,27,44331,1462,0,0,0,0,0
30,27,45944,1513,0,0,0,0,0
30,27,45870,1461,0,0,0,0,0
30,27,45709,1509,0,0,0,0,0
30,27,45561,1465,0,0,0,0,0
30,27,45354,1416,0,0,0,0,0
30,27,45693,1402,0,0,0,0,0
30,27,53220,1550,0,0,0,0,0
30,27,46095,1499,0,0,0,0,0
30,27,45842,1458,0,0,0,0,0
30,27,46148,1520,0,0,0,0,0
30,27,50052,1589,0,0,0,0,0
30,27,45505,1464,0,0,0,0,0
30,27,45236,1471,0,0,0,0,0
31,27,47084,1556,0,0,0,0,0
31,27,45769,1523,0,0,0,0,0
31,27,45914,1498,0,0,0,0,0
31,27,45204,1521,0,0,0,0,0
31,27,45068,1587,0,0,0,0,0
31,27,45322,1456,0,0,0,0,0
31,27,45840,1502,0,0,0,0,0
31,27,45456,1509,0,0,0,0,0
31,27,44691,1485,0,0,0,0,0
31,27,46205,1500,0,0,0,0,0
31,27,45164,1448,0,0,0,0,0
31,27,45458,1472,0,0,0,0,0
31,27,44939,1496,0,0,0,0,0
31,27,45181,1487,0,0,0,0,0
31,27,45877,1461,0,0,0,0,0
31,27,44936,1501,0,0,0,0,0
31,27,44994,1471,0,0,0,0,0
31,27,61843,1509,0,0,0,0,0
31,27,44366,1438,0,0,0,0,0
31,27,44605,1452,0,0,0,0,0
32,27,48142,1604,0,0,0,0,0
32,27,46391,1498,0,0,0,0,0
32,27,45554,1478,0,0,0,0,0
32,27,45599,1478,0,0,0,0,0
32,27,44497,1493,0,0,0,0,0
32,27,45738,1476,0,0,0,0,0
32,27,45492,1516,0,0,0,0,0
32,27,45115,1497,0,0,0,0,0
32,27,45242,1494,0,0,0,0,0
32,27,45518,1507,0,0,0,0,0
32,27,45410,1488,0,0,0,0,0
32,27,46111,1461,0,0,0,0,0
32,27,45658,1493,0,0,0,0,0
32,27,46280,1513,0,0,0,0,0
32,27,45731,1434,0,0,0,0,0
32,27,45153,1474,0,0,0,0,0
32,27,45479,1471,0,0,0,0,0
32,27,49396,1536,0,0,0,0,0
32,27,45357,1501,0,0,0,0,0
32,27,45976,1483,0,0,0,0,0
33,27,46949,1619,0,0,0,0,0
33,27,46067,1484,0,0,0,0,0
33,27,45036,1442,0,0,0,0,0
33,27,45514,1472,0,0,0,0,0
33,27,45439,1453,0,0,0,0,0
33,27,44915,1453,0,0,0,0,0
33,27,45439,1445,0,0,0,0,0
33,27,45993,1457,0,0,0,0,0
33,27,45701,1455,0,0,0,0,0
33,27,45676,1520,0,0,0,0,0
33,27,45215,1456,0,0,0,0,0
33,27,44870,1442,0,0,0,0,0
33,27,45117,1520,0,0,0,0,0
33,27,45141,1504,0,0,0,0,0
33,27,45382,1471,0,0,0,0,0
33,27,44934,1363,0,0,0,0,0
33,27,45802,1525,0,0,0,0,0
33,27,47861,1480,0,0,0,0,0
33,27,45554,1482,0,0,0,0,0
33,27,45351,1493,0,0,0,0,0
34,27,47016,1576,0,0,0,0,0
34,27,44572,1454,0,0,0,0,0
34,27,45532,1517,0,0,0,0,0
34,27,45413,1494,0,0,0,0,0
34,27,45537,1474,0,0,0,0,0
34,27,44853,1500,0,0,0,0,0
34,27,45232,1496,0,0,0,0,0
34,27,44826,1531,0,0,0,0,0
34,27,45206,1471,0,0,0,0,0
34,27,45322,1547,0,0,0,0,0
34,27,45117,1449,0,0,0,0,0
34,27,45084,1496,0,0,0,0,0
34,27,44770,1477,0,0,0,0,0
34,27,45815,1498,0,0,0,0,0
34,27,45454,1442,0,0,0,0,0
34,27,45772,1437,0,0,0,0,0
34,27,45680,1550,0,0,0,0,0
34,27,48724,1488,0,0,0,0,0
34,27,45105,1448,0,0,0,0,0
34,27,45281,1544,0,0,0,0,0
35,27,47584,1575,0,0,0,0,0
35,27,45100,1512,0,0,0,0,0
35,27,46208,1436,0,0,0,0,0
35,27,44947,1425,0,0,0,0,0
35,27,45769,1469,0,0,0,0,0
35,27,45511,1420,0,0,0,0,0
35,27,69084,1499,0,0,0,0,0
35,27,45696,1466,0,0,0,0,0
35,27,45242,1462,0,0,0,0,0
35,27,45293,1531,0,0,0,0,0
35,27,45330,1424,0,0,0,0,0
35,27,44967,1468,0,0,0,0,0
35,27,46149,1429,0,0,0,0,0
35,27,45306,1432,0,0,0,0,0
35,27,45265,1444,0,0,0,0,0
35,27,45973,1491,0,0,0,0,0
35,27,46026,1505,0,0,0,0,0
35,27,48447,1518,0,0,0,0,0
35,27,45192,1442,0,0,0,0,0
35,27,45427,1444,0,0,0,0,0
36,27,47951,1582,0,0,0,0,0
36,27,46385,1526,0,0,0,0,0
36,27,45888,1538,0,0,0,0,0
36,27,45547,1500,0,0,0,0,0
36,27,46062,1464,0,0,0,0,0
36,27,46268,1481,0,0,0,0,0
36,27,45932,1505,0,0,0,0,0
36,27,45481,1470,0,0,0,0,0
36,27,45010,1501,0,0,0,0,0
36,27,46280,1551,0,0,0,0,0
36,27,45487,1485,0,0,0,0,0
36,27,45300,1466,0,0,0,0,0
36,27,45413,1530,0,0,0,0,0
36,27,45512,1493,0,0,0,0,0
36,27,45342,1523,0,0,0,0,0
36,27,44961,1417,0,0,0,0,0
36,27,45325,1518,0,0,0,0,0
36,27,47597,1525,0,0,0,0,0
36,27,45598,1479,0,0,0,0,0
36,27,45512,1523,0,0,0,0,0
37,27,51168,1607,0,0,0,0,0
37,27,45303,1462,0,0,0,0,0
37,27,45542,1446,0,0,0,0,0
37,27,46297,1479,0,0,0,0,0
37,27,45372,1496,0,0,0,0,0
37,27,45282,1430,0,0,0,0,0
37,27,45586,1429,0,0,0,0,0
37,27,45505,1440,0,0,0,0,0
37,27,46657,1481,0,0,0,0,0
37,27,45345,1470,0,0,0,0,0
37,27,45761,1429,0,0,0,0,0
37,27,45647,1467,0,0,0,0,0
37,27,46000,1509,0,0,0,0,0
37,27,45788,1431,0,0,0,0,0
37,27,45569,1396,0,0,0,0,0
37,27,46137,1470,0,0,0,0,0
37,27,45347,1473,0,0,0,0,0
37,27,48830,1434,0,0,0,0,0
37,27,45497,1517,0,0,0,0,0
37,27,45346,1449,0,0,0,0,0
38,27,47425,1606,0,0,0,0,0
38,27,45412,1478,0,0,0,0,0
38,27,45322,1544,0,0,0,0,0
38,27,45581,1514,0,0,0,0,0
38,27,45273,1423,0,0,0,0,0
38,27,45380,1457,0,0,0,0,0
38,27,44811,1472,0,0,0,0,0
38,27,44671,1472,0,0,0,0,0
38,27,44920,1464,0,0,0,0,0
38,27,45554,1483,0,0,0,0,0
38,27,45765,1464,0,0,0,0,0
38,27,44967,1503,0,0,0,0,0
38,27,45380,1531,0,0,0,0,0
38,27,44773,1504,0,0,0,0,0
38,27,45388,1478,0,0,0,0,0
38,27,45238,1473,0,0,0,0,0
38,27,45113,1549,0,0,0,0,0
38,27,47853,1477,0,0,0,0,0
38,27,63059,1511,0,0,0,0,0
38,27,45161,1496,0,0,0,0,0
39,27,47469,1539,0,0,0,0,0
39,27,46118,1445,0,0,0,0,0
39,27,44982,1439,0,0,0,0,0
39,27,45536,1468,0,0,0,0,0
39,27,46312,1426,0,0,0,0,0
39,27,45705,1487,0,0,0,0,0
39,27,45678,1494,0,0,0,0,0
39,27,46410,1470,0,0,0,0,0
39,27,46303,1469,0,0,0,0,0
39,27,48084,1483,0,0,0,0,0
39,27,47231,1516,0,0,0,0,0
39,27,46628,1489,0,0,0,0,0
39,27,47074,1517,0,0,0,0,0
39,27,45403,1442,0,0,0,0,0
39,27,45497,1437,0,0,0,0,0
39,27,60386,1459,0,0,0,0,0
39,27,45857,1462,0,0,0,0,0
39,27,49258,1401,0,0,0,0,0
39,27,44970,1486,0,0,0,0,0
39,27,46019,1480,0,0,0,0,0
40,27,51152,1751,0,0,0,0,0
40,27,46858,1569,0,0,0,0,0
40,27,47145,1492,0,0,0,0,0
40,27,46964,1470,0,0,0,0,0
40,27,46774,1474,0,0,0,0,0
40,27,47072,1482,0,0,0,0,0
40,27,46957,1507,0,0,0,0,0
40,27,46441,1486,0,0,0,0,0
40,27,46572,1552,0,0,0,0,0
40,27,46746,1430,0,0,0,0,0
40,27,46374,1446,0,0,0,0,0
40,27,45648,1463,0,0,0,0,0
40,27,46258,1428,0,0,0,0,0
40,27,45587,1493,0,0,0,0,0
40,27,46119,1413,0,0,0,0,0
40,27,45081,1427,0,0,0,0,0
40,27,45918,1455,0,0,0,0,0
40,27,46088,1508,0,0,0,0,0
40,27,46392,1463,0,0,0,0,0
40,27,46665,1433,0,0,0,0,0
41,27,48728,1678,0,0,0,0,0
41,27,46689,1579,0,0,0,0,0
41,27,47621,1449,0,0,0,0,0
41,27,46459,1470,0,0,0,0,0
41,27,47093,1432,0,0,0,0,0
41,27,75070,1505,0,0,0,0,0
41,27,47266,1454,0,0,0,0,0
41,27,47433,1509,0,0,0,0,0
41,27,47413,1486,0,0,0,0,0
41,27,47811,1474,0,0,0,0,0
41,27,47431,1457,0,0,0,0,0
41,27,47088,1496,0,0,0,0,0
41,27,47464,1537,0,0,0,0,0
41,27,47041,1485,0,0,0,0,0
41,27,48488,1566,0,0,0,0,0
41,27,48270,1529,0,0,0,0,0
41,27,48242,1448,0,0,0,0,0
41,27,48079,1545,0,0,0,0,0
41,27,48035,1480,0,0,0,0,0
41,27,47279,1447,0,0,0,0,0
42,27,51790,1619,0,0,0,0,0
42,27,47973,1532,0,0,0,0,0
42,27,47371,1486,0,0,0,0,0
42,27,47255,1530,0,0,0,0,0
42,27,47910,1507,0,0,0,0,0
42,27,80243,1531,0,0,0,0,0
42,27,47436,1497,0,0,0,0,0
42,27,47090,1479,0,0,0,0,0
42,27,47578,1501,0,0,0,0,0
42,27,46878,1486,0,0,0,0,0
42,27,47147,1490,0,0,0,0,0
42,27,47255,1482,0,0,0,0,0
42,27,47241,1457,0,0,0,0,0
42,27,47182,1466,0,0,0,0,0
42,27,46648,1485,0,0,0,0,0
42,27,46871,1475,0,0,0,0,0
42,27,47091,1447,0,0,0,0,0
42,27,49054,1535,0,0,0,0,0
42,27,47084,1458,0,0,0,0,0
42,27,47133,1452,0,0,0,0,0
43,27,50159,1616,0,0,0,0,0
43,27,46312,14058,0,0,0,0,0
43,27,47855,1430,0,0,0,0,0
43,27,47247,1425,0,0,0,0,0
43,27,47523,1471,0,0,0,0,0
43,27,60376,1490,0,0,0,0,0
43,27,47519,1455,0,0,0,0,0
43,27,47590,1423,0,0,0,0,0
43,27,47490,1439,0,0,0,0,0
43,27,47091,1540,0,0,0,0,0
43,27,47136,1446,0,0,0,0,0
43,27,47651,1443,0,0,0,0,0
43,27,47723,1421,0,0,0,0,0
43,27,47407,1469,0,0,0,0,0
43,27,47605,1458,0,0,0,0,0
43,27,46809,1488,0,0,0,0,0
43,27,47282,1457,0,0,0,0,0
43,27,49646,1479,0,0,0,0,0
43,27,48082,1561,0,0,0,0,0
43,27,47972,1503,0,0,0,0,0
44,27,48930,1582,0,0,0,0,0
44,27,47482,1472,0,0,0,0,0
44,27,48221,1453,0,0,0,0,0
44,27,47294,1528,0,0,0,0,0
44,27,47562,1455,0,0,0,0,0
44,27,48295,1518,0,0,0,0,0
44,27,47290,1514,0,0,0,0,0
44,27,48235,1444,0,0,0,0,0
44,27,46381,1402,0,0,0,0,0
44,27,46808,1476,0,0,0,0,0
44,27,46920,1471,0,0,0,0,0
44,27,47520,1444,0,0,0,0,0
44,27,47580,1513,0,0,0,0,0
44,27,47322,1395,0,0,0,0,0
44,27,47132,1394,0,0,0,0,0
44,27,47327,1466,0,0,0,0,0
44,27,47422,1464,0,0,0,0,0
44,27,48513,1418,0,0,0,0,0
44,27,47437,1442,0,0,0,0,0
44,27,47331,1439,0,0,0,0,0
45,27,49839,1636,0,0,0,0,0
45,27,46934,1475,0,0,0,0,0
45,27,47732,1483,0,0,0,0,0
45,27,47616,1448,0,0,0,0,0
45,27,47156,1431,0,0,0,0,0
45,27,47046,1468,0,0,0,0,0
45,27,47448,1454,0,0,0,0,0
45,27,46471,1478,0,0,0,0,0
45,27,47431,1485,0,0,0,0,0
45,27,46797,1500,0,0,0,0,0
45,27,47191,1462,0,0,0,0,0
45,27,46644,1483,0,0,0,0,0
45,27,48057,1479,0,0,0,0,0
45,27,47097,1435,0,0,0,0,0
45,27,46824,1489,0,0,0,0,0
45,27,46632,1430,0,0,0,0,0
45,27,47222,1429,0,0,0,0,0
45,27,48646,1456,0,0,0,0,0
45,27,47324,1485,0,0,0,0,0
45,27,47034,1545,0,0,0,0,0
46,27,49202,1583,0,0,0,0,0
46,27,47404,1567,0,0,0,0,0
46,27,47066,1490,0,0,0,0,0
46,27,46849,1532,0,0,0,0,0
46,27,47246,1436,0,0,0,0,0
46,27,47475,1507,0,0,0,0,0
46,27,46752,1396,0,0,0,0,0
46,27,47677,1534,0,0,0,0,0
46,27,47216,1481,0,0,0,0,0
46,27,47522,1532,0,0,0,0,0
46,27,46643,1543,0,0,0,0,0
46,27,46907,1516,0,0,0,0,0
46,27,47275,1520,0,0,0,0,0
46,27,47288,1450,0,0,0,0,0
46,27,47140,1492,0,0,0,0,0
46,27,47083,1537,0,0,0,0,0
46,27,46046,1503,0,0,0,0,0
46,27,49040,1516,0,0,0,0,0
46,27,47499,1544,0,0,0,0,0
46,27,46782,1542,0,0,0,0,0
47,27,49769,1540,0,0,0,0,0
47,27,47864,1482,0,0,0,0,0
47,27,47122,1446,0,0,0,0,0
47,27,47360,1495,0,0,0,0,0
47,27,47823,1426,0,0,0,0,0
47,27,47836,1440,0,0,0,0,0
47,27,47014,1527,0,0,0,0,0
47,27,47908,1442,0,0,0,0,0
47,27,48131,1454,0,0,0,0,0
47,27,47734,14100,0,0,0,0,0
47,27,48008,1519,0,0,0,0,0
47,27,47592,1459,0,0,0,0,0
47,27,47623,1448,0,0,0,0,0
47,27,47960,1472,0,0,0,0,0
47,27,47890,1444,0,0,0,0,0
