Pallet: "pallet_multisig", Extrinsic: "as_multi_threshold_1", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
z,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
91,10000,43846,1489,0,0,0,0,0
91,10000,43603,1457,0,0,0,0,0
91,10000,43303,1460,0,0,0,0,0
91,10000,45584,1469,0,0,0,0,0
91,10000,43444,1488,0,0,0,0,0
91,10000,45168,1424,0,0,0,0,0
91,10000,44957,1477,0,0,0,0,0
91,10000,45366,1407,0,0,0,0,0
91,10000,45311,1426,0,0,0,0,0
91,10000,45631,1485,0,0,0,0,0
91,10000,45234,1397,0,0,0,0,0
91,10000,45199,1456,0,0,0,0,0
91,10000,45193,1440,0,0,0,0,0
91,10000,43357,1446,0,0,0,0,0
91,10000,45094,1405,0,0,0,0,0
91,10000,45449,1443,0,0,0,0,0
92,10000,47620,2070,0,0,0,0,0
92,10000,45681,1537,0,0,0,0,0
92,10000,45395,1508,0,0,0,0,0
92,10000,45499,1489,0,0,0,0,0
92,10000,45303,1510,0,0,0,0,0
92,10000,45657,1480,0,0,0,0,0
92,10000,45807,1519,0,0,0,0,0
92,10000,45763,1520,0,0,0,0,0
92,10000,45380,1497,0,0,0,0,0
92,10000,45600,1498,0,0,0,0,0
92,10000,45564,1500,0,0,0,0,0
92,10000,45259,1519,0,0,0,0,0
92,10000,45737,1503,0,0,0,0,0
92,10000,45189,1489,0,0,0,0,0
92,10000,45560,1541,0,0,0,0,0
92,10000,45421,1493,0,0,0,0,0
92,10000,45739,1477,0,0,0,0,0
92,10000,45555,1503,0,0,0,0,0
92,10000,45546,1483,0,0,0,0,0
92,10000,45354,1563,0,0,0,0,0
93,10000,44742,1694,0,0,0,0,0
93,10000,43811,1509,0,0,0,0,0
93,10000,45516,1496,0,0,0,0,0
93,10000,45409,1461,0,0,0,0,0
93,10000,45321,1500,0,0,0,0,0
93,10000,45493,1457,0,0,0,0,0
93,10000,45742,1539,0,0,0,0,0
93,10000,45700,1488,0,0,0,0,0
93,10000,44844,1509,0,0,0,0,0
93,10000,45343,1522,0,0,0,0,0
93,10000,46122,1477,0,0,0,0,0
93,10000,43541,1522,0,0,0,0,0
93,10000,45551,1488,0,0,0,0,0
93,10000,43592,1497,0,0,0,0,0
93,10000,45603,1510,0,0,0,0,0
93,10000,43666,1480,0,0,0,0,0
93,10000,45808,1463,0,0,0,0,0
93,10000,45859,1515,0,0,0,0,0
93,10000,45459,1515,0,0,0,0,0
93,10000,45742,1540,0,0,0,0,0
94,10000,44722,1678,0,0,0,0,0
94,10000,43852,1482,0,0,0,0,0
94,10000,44110,1507,0,0,0,0,0
94,10000,43646,1496,0,0,0,0,0
94,10000,44009,1483,0,0,0,0,0
94,10000,43793,1482,0,0,0,0,0
94,10000,43931,1460,0,0,0,0,0
94,10000,44448,1481,0,0,0,0,0
94,10000,43972,1423,0,0,0,0,0
94,10000,43743,1456,0,0,0,0,0
94,10000,43492,1483,0,0,0,0,0
94,10000,43635,1437,0,0,0,0,0
94,10000,43667,1518,0,0,0,0,0
94,10000,43734,1446,0,0,0,0,0
94,10000,43494,1551,0,0,0,0,0
94,10000,43797,1523,0,0,0,0,0
94,10000,43674,1549,0,0,0,0,0
94,10000,43988,1459,0,0,0,0,0
94,10000,43808,1459,0,0,0,0,0
94,10000,43704,1511,0,0,0,0,0
95,10000,47478,1663,0,0,0,0,0
95,10000,45572,1491,0,0,0,0,0
95,10000,45602,1474,0,0,0,0,0
95,10000,45447,1469,0,0,0,0,0
95,10000,45603,1440,0,0,0,0,0
95,10000,45727,1466,0,0,0,0,0
95,10000,45763,1507,0,0,0,0,0
95,10000,45775,1482,0,0,0,0,0
95,10000,45844,1535,0,0,0,0,0
95,10000,45985,1511,0,0,0,0,0
95,10000,45536,1507,0,0,0,0,0
95,10000,46441,1490,0,0,0,0,0
95,10000,45842,1466,0,0,0,0,0
95,10000,45982,1436,0,0,0,0,0
95,10000,45671,1463,0,0,0,0,0
95,10000,45688,1528,0,0,0,0,0
95,10000,45874,1532,0,0,0,0,0
95,10000,46080,1484,0,0,0,0,0
95,10000,45777,1525,0,0,0,0,0
95,10000,45724,1446,0,0,0,0,0
96,10000,46101,1574,0,0,0,0,0
96,10000,44243,1489,0,0,0,0,0
96,10000,43641,1502,0,0,0,0,0
96,10000,43983,1506,0,0,0,0,0
96,10000,44241,1426,0,0,0,0,0
96,10000,44205,1529,0,0,0,0,0
96,10000,44021,1559,0,0,0,0,0
96,10000,44027,1502,0,0,0,0,0
96,10000,44310,1438,0,0,0,0,0
96,10000,44289,1454,0,0,0,0,0
96,10000,43814,1446,0,0,0,0,0
96,10000,44156,1499,0,0,0,0,0
96,10000,44483,1428,0,0,0,0,0
96,10000,44297,1480,0,0,0,0,0
96,10000,44745,1404,0,0,0,0,0
96,10000,44443,1458,0,0,0,0,0
96,10000,46312,1469,0,0,0,0,0
96,10000,44257,1528,0,0,0,0,0
96,10000,44848,1455,0,0,0,0,0
96,10000,44051,1458,0,0,0,0,0
97,10000,45982,1622,0,0,0,0,0
97,10000,44573,1561,0,0,0,0,0
97,10000,44359,1515,0,0,0,0,0
97,10000,44478,1473,0,0,0,0,0
97,10000,46434,1471,0,0,0,0,0
97,10000,46413,1505,0,0,0,0,0
97,10000,46608,1459,0,0,0,0,0
97,10000,44592,1524,0,0,0,0,0
97,10000,46092,1485,0,0,0,0,0
97,10000,44474,1466,0,0,0,0,0
97,10000,46380,1505,0,0,0,0,0
97,10000,46207,1511,0,0,0,0,0
97,10000,44088,1510,0,0,0,0,0
97,10000,44424,1497,0,0,0,0,0
97,10000,44650,1559,0,0,0,0,0
97,10000,46510,1465,0,0,0,0,0
97,10000,44398,1492,0,0,0,0,0
97,10000,44512,1482,0,0,0,0,0
97,10000,46582,1512,0,0,0,0,0
97,10000,46605,1517,0,0,0,0,0
98,10000,45887,1733,0,0,0,0,0
98,10000,44548,1518,0,0,0,0,0
98,10000,44480,1506,0,0,0,0,0
98,10000,46435,1495,0,0,0,0,0
98,10000,46305,1504,0,0,0,0,0
98,10000,44728,1445,0,0,0,0,0
98,10000,44331,1507,0,0,0,0,0
98,10000,44353,1482,0,0,0,0,0
98,10000,46858,1506,0,0,0,0,0
98,10000,44231,1461,0,0,0,0,0
98,10000,46503,1533,0,0,0,0,0
98,10000,46832,1500,0,0,0,0,0
98,10000,44347,1515,0,0,0,0,0
98,10000,44155,1486,0,0,0,0,0
98,10000,46420,1511,0,0,0,0,0
98,10000,45910,1542,0,0,0,0,0
98,10000,44256,1478,0,0,0,0,0
98,10000,45426,1612,0,0,0,0,0
98,10000,44327,1518,0,0,0,0,0
98,10000,44333,1487,0,0,0,0,0
99,10000,45384,1627,0,0,0,0,0
99,10000,44904,1522,0,0,0,0,0
99,10000,44712,1494,0,0,0,0,0
99,10000,44409,1478,0,0,0,0,0
99,10000,58104,1469,0,0,0,0,0
99,10000,44663,1547,0,0,0,0,0
99,10000,44904,1477,0,0,0,0,0
99,10000,45047,1557,0,0,0,0,0
99,10000,44582,1534,0,0,0,0,0
99,10000,44960,1503,0,0,0,0,0
99,10000,45222,1502,0,0,0,0,0
99,10000,45057,1487,0,0,0,0,0
99,10000,44381,1517,0,0,0,0,0
99,10000,45042,1459,0,0,0,0,0
99,10000,44921,1440,0,0,0,0,0
99,10000,44983,1503,0,0,0,0,0
99,10000,57627,1502,0,0,0,0,0
99,10000,44676,1476,0,0,0,0,0
99,10000,44696,1516,0,0,0,0,0
99,10000,75758,1457,0,0,0,0,0
100,10000,46510,1632,0,0,0,0,0
100,10000,46970,1520,0,0,0,0,0
100,10000,47043,1531,0,0,0,0,0
100,10000,45007,1556,0,0,0,0,0
100,10000,46723,1524,0,0,0,0,0
100,10000,44404,1533,0,0,0,0,0
100,10000,47215,1508,0,0,0,0,0
100,10000,47015,1517,0,0,0,0,0
100,10000,46694,1520,0,0,0,0,0
100,10000,46497,1471,0,0,0,0,0
100,10000,46512,1479,0,0,0,0,0
100,10000,44798,1524,0,0,0,0,0
100,10000,44799,1520,0,0,0,0,0
100,10000,46891,1486,0,0,0,0,0
100,10000,46381,1581,0,0,0,0,0
100,10000,46840,1469,0,0,0,0,0
100,10000,46649,1523,0,0,0,0,0
100,10000,46632,1481,0,0,0,0,0
100,10000,44684,1492,0,0,0,0,0
100,10000,45049,1511,0,0,0,0,0
100,0,39244,1666,0,0,0,0,0
100,0,35033,1474,0,0,0,0,0
100,0,34707,1452,0,0,0,0,0
100,0,32832,1493,0,0,0,0,0
100,0,34615,1477,0,0,0,0,0
100,0,32619,1423,0,0,0,0,0
100,0,34328,1584,0,0,0,0,0
100,0,32660,1530,0,0,0,0,0
100,0,34219,1466,0,0,0,0,0
100,0,32627,1471,0,0,0,0,0
100,0,34092,1448,0,0,0,0,0
100,0,34373,1474,0,0,0,0,0
100,0,32092,1455,0,0,0,0,0
100,0,34365,1457,0,0,0,0,0
100,0,32231,1512,0,0,0,0,0
100,0,34640,1460,0,0,0,0,0
100,0,34865,1477,0,0,0,0,0
100,0,32345,1445,0,0,0,0,0
100,0,34211,1495,0,0,0,0,0
100,0,32191,1470,0,0,0,0,0
100,200,38693,1610,0,0,0,0,0
100,200,34763,1493,0,0,0,0,0
100,200,34349,1456,0,0,0,0,0
100,200,35240,1480,0,0,0,0,0
100,200,34738,1471,0,0,0,0,0
100,200,34891,1444,0,0,0,0,0
100,200,35184,1489,0,0,0,0,0
100,200,34707,1392,0,0,0,0,0
100,200,34859,1455,0,0,0,0,0
100,200,35265,1475,0,0,0,0,0
100,200,34449,1407,0,0,0,0,0
100,200,34629,1432,0,0,0,0,0
100,200,34437,1413,0,0,0,0,0
100,200,34145,1477,0,0,0,0,0
100,200,34686,1461,0,0,0,0,0
100,200,34490,1458,0,0,0,0,0
100,200,34737,1461,0,0,0,0,0
100,200,34675,1450,0,0,0,0,0
100,200,34903,1508,0,0,0,0,0
100,200,34702,1425,0,0,0,0,0
100,400,52641,1648,0,0,0,0,0
100,400,35249,1448,0,0,0,0,0
100,400,35140,1464,0,0,0,0,0
100,400,35157,1478,0,0,0,0,0
100,400,35667,1498,0,0,0,0,0
100,400,35744,1460,0,0,0,0,0
100,400,35485,1463,0,0,0,0,0
100,400,35559,1463,0,0,0,0,0
100,400,35154,1443,0,0,0,0,0
100,400,35718,1520,0,0,0,0,0
100,400,35462,1492,0,0,0,0,0
100,400,35281,1467,0,0,0,0,0
100,400,35550,1498,0,0,0,0,0
100,400,35191,1487,0,0,0,0,0
100,400,35441,1494,0,0,0,0,0
100,400,34970,1523,0,0,0,0,0
100,400,35427,1611,0,0,0,0,0
100,400,35669,1499,0,0,0,0,0
100,400,35341,1561,0,0,0,0,0
100,400,35597,1579,0,0,0,0,0
100,600,36255,1641,0,0,0,0,0
100,600,35223,1500,0,0,0,0,0
100,600,35583,1485,0,0,0,0,0
100,600,35394,1504,0,0,0,0,0
100,600,35247,1471,0,0,0,0,0
100,600,35224,1536,0,0,0,0,0
100,600,35134,1477,0,0,0,0,0
100,600,35506,1450,0,0,0,0,0
100,600,35158,1490,0,0,0,0,0
100,600,34903,1483,0,0,0,0,0
100,600,35190,1489,0,0,0,0,0
100,600,35097,1502,0,0,0,0,0
100,600,35218,1484,0,0,0,0,0
100,600,35506,1458,0,0,0,0,0
100,600,35257,1463,0,0,0,0,0
100,600,35227,1514,0,0,0,0,0
100,600,35436,1451,0,0,0,0,0
100,600,35293,1458,0,0,0,0,0
100,600,35190,1469,0,0,0,0,0
100,600,36156,1537,0,0,0,0,0
100,800,37327,1617,0,0,0,0,0
100,800,33660,1506,0,0,0,0,0
100,800,33364,1524,0,0,0,0,0
100,800,33437,1468,0,0,0,0,0
100,800,34045,1485,0,0,0,0,0
100,800,33809,1478,0,0,0,0,0
100,800,33809,1491,0,0,0,0,0
100,800,33625,1493,0,0,0,0,0
100,800,33628,1492,0,0,0,0,0
100,800,33543,1493,0,0,0,0,0
100,800,34555,1546,0,0,0,0,0
100,800,33935,1455,0,0,0,0,0
100,800,33458,1423,0,0,0,0,0
100,800,33611,14190,0,0,0,0,0
100,800,33349,1500,0,0,0,0,0
100,800,33720,1518,0,0,0,0,0
100,800,33793,1502,0,0,0,0,0
100,800,34164,1523,0,0,0,0,0
100,800,33427,1420,0,0,0,0,0
100,800,33400,1487,0,0,0,0,0
100,1000,37203,1594,0,0,0,0,0
100,1000,34001,1457,0,0,0,0,0
100,1000,33879,1509,0,0,0,0,0
100,1000,33347,1459,0,0,0,0,0
100,1000,33815,1409,0,0,0,0,0
100,1000,33473,1429,0,0,0,0,0
100,1000,33607,1465,0,0,0,0,0
100,1000,34248,1465,0,0,0,0,0
100,1000,34036,1425,0,0,0,0,0
100,1000,33521,1373,0,0,0,0,0
100,1000,46660,1453,0,0,0,0,0
100,1000,33862,1431,0,0,0,0,0
100,1000,33804,1405,0,0,0,0,0
100,1000,34156,1448,0,0,0,0,0
100,1000,36131,1418,0,0,0,0,0
100,1000,33325,1430,0,0,0,0,0
100,1000,33517,1402,0,0,0,0,0
100,1000,33661,1478,0,0,0,0,0
100,1000,33390,1411,0,0,0,0,0
100,1000,33993,1447,0,0,0,0,0
100,1200,40061,1683,0,0,0,0,0
100,1200,36593,1549,0,0,0,0,0
100,1200,35965,1475,0,0,0,0,0
100,1200,36188,1519,0,0,0,0,0
100,1200,36016,1624,0,0,0,0,0
100,1200,52052,1549,0,0,0,0,0
100,1200,36030,1457,0,0,0,0,0
100,1200,36513,1501,0,0,0,0,0
100,1200,34362,1434,0,0,0,0,0
100,1200,36193,1478,0,0,0,0,0
100,1200,36309,1486,0,0,0,0,0
100,1200,34204,1530,0,0,0,0,0
100,1200,34471,1470,0,0,0,0,0
100,1200,33929,1534,0,0,0,0,0
100,1200,36242,1465,0,0,0,0,0
100,1200,36330,1463,0,0,0,0,0
100,1200,36112,1456,0,0,0,0,0
100,1200,36487,1541,0,0,0,0,0
100,1200,34846,1514,0,0,0,0,0
100,1200,36152,1563,0,0,0,0,0
100,1400,40727,1628,0,0,0,0,0
100,1400,36925,1527,0,0,0,0,0
100,1400,34566,1427,0,0,0,0,0
100,1400,34328,1484,0,0,0,0,0
100,1400,47661,1481,0,0,0,0,0
100,1400,36169,1445,0,0,0,0,0
100,1400,34347,1471,0,0,0,0,0
100,1400,36350,1535,0,0,0,0,0
100,1400,36504,1523,0,0,0,0,0
100,1400,34393,1451,0,0,0,0,0
100,1400,36560,1480,0,0,0,0,0
100,1400,34334,1435,0,0,0,0,0
100,1400,36374,1479,0,0,0,0,0
100,1400,33975,1501,0,0,0,0,0
100,1400,34437,1557,0,0,0,0,0
100,1400,35902,1472,0,0,0,0,0
100,1400,36190,1483,0,0,0,0,0
100,1400,34596,1470,0,0,0,0,0
100,1400,36360,1516,0,0,0,0,0
100,1400,33957,1503,0,0,0,0,0
100,1600,37481,1754,0,0,0,0,0
100,1600,34320,1520,0,0,0,0,0
100,1600,34801,1454,0,0,0,0,0
100,1600,34283,1473,0,0,0,0,0
100,1600,34559,1535,0,0,0,0,0
100,1600,35195,1505,0,0,0,0,0
100,1600,35446,1544,0,0,0,0,0
100,1600,34794,1442,0,0,0,0,0
100,1600,34557,1453,0,0,0,0,0
100,1600,34687,1482,0,0,0,0,0
100,1600,34640,1474,0,0,0,0,0
100,1600,34796,1506,0,0,0,0,0
100,1600,34829,1459,0,0,0,0,0
100,1600,34693,1446,0,0,0,0,0
100,1600,34662,1424,0,0,0,0,0
100,1600,34564,1487,0,0,0,0,0
100,1600,34769,1468,0,0,0,0,0
100,1600,34784,1436,0,0,0,0,0
100,1600,34692,1441,0,0,0,0,0
100,1600,34936,1422,0,0,0,0,0
100,1800,38761,1710,0,0,0,0,0
100,1800,34962,1474,0,0,0,0,0
100,1800,34879,1481,0,0,0,0,0
100,1800,35120,1483,0,0,0,0,0
100,1800,34775,1464,0,0,0,0,0
100,1800,35850,1522,0,0,0,0,0
100,1800,35108,1501,0,0,0,0,0
100,1800,34595,1499,0,0,0,0,0
100,1800,35089,1460,0,0,0,0,0
100,1800,35068,1471,0,0,0,0,0
100,1800,35215,1420,0,0,0,0,0
100,1800,35564,1497,0,0,0,0,0
100,1800,35197,1500,0,0,0,0,0
100,1800,34981,1442,0,0,0,0,0
100,1800,35408,1490,0,0,0,0,0
100,1800,35250,1474,0,0,0,0,0
100,1800,35127,1458,0,0,0,0,0
100,1800,35283,1520,0,0,0,0,0
100,1800,34917,1501,0,0,0,0,0
100,1800,35120,1488,0,0,0,0,0
100,2000,39319,1645,0,0,0,0,0
100,2000,35199,1449,0,0,0,0,0
100,2000,35327,1497,0,0,0,0,0
100,2000,35341,1499,0,0,0,0,0
100,2000,37349,1454,0,0,0,0,0
100,2000,35215,1513,0,0,0,0,0
100,2000,35053,1507,0,0,0,0,0
100,2000,34818,1507,0,0,0,0,0
100,2000,35000,1485,0,0,0,0,0
100,2000,35561,1448,0,0,0,0,0
100,2000,35274,1459,0,0,0,0,0
100,2000,35269,1484,0,0,0,0,0
100,2000,37081,1507,0,0,0,0,0
100,2000,35123,1516,0,0,0,0,0
100,2000,35063,1495,0,0,0,0,0
100,2000,34768,1452,0,0,0,0,0
100,2000,34913,1494,0,0,0,0,0
100,2000,35694,1486,0,0,0,0,0
100,2000,35186,1491,0,0,0,0,0
100,2000,37039,1490,0,0,0,0,0
100,2200,36588,1636,0,0,0,0,0
100,2200,35510,1472,0,0,0,0,0
100,2200,35420,1514,0,0,0,0,0
100,2200,35430,1511,0,0,0,0,0
100,2200,35870,1471,0,0,0,0,0
100,2200,35862,1508,0,0,0,0,0
100,2200,35395,1509,0,0,0,0,0
100,2200,35123,1449,0,0,0,0,0
100,2200,35659,1520,0,0,0,0,0
100,2200,49765,1539,0,0,0,0,0
100,2200,35482,1504,0,0,0,0,0
100,2200,35552,1525,0,0,0,0,0
100,2200,35185,1533,0,0,0,0,0
100,2200,35288,1516,0,0,0,0,0
100,2200,35268,1480,0,0,0,0,0
100,2200,35209,1516,0,0,0,0,0
100,2200,35456,1492,0,0,0,0,0
100,2200,36082,1464,0,0,0,0,0
100,2200,35559,1499,0,0,0,0,0
100,2200,35158,1488,0,0,0,0,0
100,2400,38663,1569,0,0,0,0,0
100,2400,37371,1467,0,0,0,0,0
100,2400,37319,1424,0,0,0,0,0
100,2400,35625,1503,0,0,0,0,0
100,2400,37641,1471,0,0,0,0,0
100,2400,35601,1478,0,0,0,0,0
100,2400,35704,1516,0,0,0,0,0
100,2400,35536,1445,0,0,0,0,0
100,2400,35200,1483,0,0,0,0,0
100,2400,35472,1436,0,0,0,0,0
100,2400,35626,1472,0,0,0,0,0
100,2400,36009,1449,0,0,0,0,0
100,2400,35877,1447,0,0,0,0,0
100,2400,35158,1475,0,0,0,0,0
100,2400,37711,1448,0,0,0,0,0
100,2400,35374,1448,0,0,0,0,0
100,2400,37608,1533,0,0,0,0,0
100,2400,36403,1478,0,0,0,0,0
100,2400,37833,1429,0,0,0,0,0
100,2400,35946,1399,0,0,0,0,0
100,2600,39511,1657,0,0,0,0,0
100,2600,37981,1544,0,0,0,0,0
100,2600,38128,1484,0,0,0,0,0
100,2600,51513,1496,0,0,0,0,0
100,2600,37969,1589,0,0,0,0,0
100,2600,38845,1508,0,0,0,0,0
100,2600,52110,1516,0,0,0,0,0
100,2600,36428,1537,0,0,0,0,0
100,2600,36372,1487,0,0,0,0,0
100,2600,35992,1539,0,0,0,0,0
100,2600,38264,1492,0,0,0,0,0
100,2600,38055,1477,0,0,0,0,0
100,2600,38144,1540,0,0,0,0,0
100,2600,38237,1497,0,0,0,0,0
100,2600,38034,1490,0,0,0,0,0
100,2600,38125,1513,0,0,0,0,0
100,2600,38002,1496,0,0,0,0,0
100,2600,38775,1522,0,0,0,0,0
100,2600,36363,1505,0,0,0,0,0
100,2600,38168,1522,0,0,0,0,0
100,2800,39649,1610,0,0,0,0,0
100,2800,36536,1512,0,0,0,0,0
100,2800,38059,1579,0,0,0,0,0
100,2800,37941,1589,0,0,0,0,0
100,2800,38208,1513,0,0,0,0,0
100,2800,38388,1448,0,0,0,0,0
100,2800,38261,1522,0,0,0,0,0
100,2800,38254,1517,0,0,0,0,0
100,2800,38478,1565,0,0,0,0,0
100,2800,38200,1498,0,0,0,0,0
100,2800,38149,1535,0,0,0,0,0
100,2800,38163,1481,0,0,0,0,0
100,2800,38059,1555,0,0,0,0,0
100,2800,38267,1542,0,0,0,0,0
100,2800,38405,1571,0,0,0,0,0
100,2800,38165,1432,0,0,0,0,0
100,2800,37973,1565,0,0,0,0,0
100,2800,36155,1524,0,0,0,0,0
100,2800,36123,1505,0,0,0,0,0
100,2800,38326,1458,0,0,0,0,0
100,3000,39321,1645,0,0,0,0,0
100,3000,38451,1502,0,0,0,0,0
100,3000,37738,1484,0,0,0,0,0
100,3000,38269,1568,0,0,0,0,0
100,3000,46081,1507,0,0,0,0,0
100,3000,38404,1482,0,0,0,0,0
100,3000,38419,1522,0,0,0,0,0
100,3000,38411,1595,0,0,0,0,0
100,3000,38334,1476,0,0,0,0,0
100,3000,38249,1510,0,0,0,0,0
100,3000,38024,1449,0,0,0,0,0
100,3000,38261,1494,0,0,0,0,0
100,3000,37871,1487,0,0,0,0,0
100,3000,38396,1492,0,0,0,0,0
100,3000,38788,1537,0,0,0,0,0
100,3000,37676,1538,0,0,0,0,0
100,3000,38426,1509,0,0,0,0,0
100,3000,38555,1515,0,0,0,0,0
100,3000,38109,1520,0,0,0,0,0
100,3000,38186,1522,0,0,0,0,0
100,3200,39614,1684,0,0,0,0,0
100,3200,37487,1464,0,0,0,0,0
100,3200,36362,1517,0,0,0,0,0
100,3200,36409,1543,0,0,0,0,0
100,3200,36686,1546,0,0,0,0,0
100,3200,36212,1558,0,0,0,0,0
100,3200,36178,1492,0,0,0,0,0
100,3200,36664,1514,0,0,0,0,0
100,3200,36265,1550,0,0,0,0,0
100,3200,36234,1512,0,0,0,0,0
100,3200,43023,1530,0,0,0,0,0
100,3200,36681,1531,0,0,0,0,0
100,3200,36573,1514,0,0,0,0,0
100,3200,36407,1545,0,0,0,0,0
100,3200,36233,1512,0,0,0,0,0
100,3200,36305,1536,0,0,0,0,0
100,3200,36067,1538,0,0,0,0,0
100,3200,36658,1555,0,0,0,0,0
100,3200,36133,1523,0,0,0,0,0
100,3200,36376,1508,0,0,0,0,0
100,3400,40600,1577,0,0,0,0,0
100,3400,39275,1503,0,0,0,0,0
100,3400,38968,1470,0,0,0,0,0
100,3400,38913,1471,0,0,0,0,0
100,3400,39565,1507,0,0,0,0,0
100,3400,38864,1517,0,0,0,0,0
100,3400,38837,1471,0,0,0,0,0
100,3400,39108,1495,0,0,0,0,0
100,3400,39152,1519,0,0,0,0,0
100,3400,38644,1461,0,0,0,0,0
100,3400,39404,1448,0,0,0,0,0
100,3400,39463,1515,0,0,0,0,0
100,3400,39065,1541,0,0,0,0,0
100,3400,39735,1507,0,0,0,0,0
100,3400,38830,1499,0,0,0,0,0
100,3400,39332,1542,0,0,0,0,0
100,3400,38892,1541,0,0,0,0,0
100,3400,38906,1516,0,0,0,0,0
100,3400,39013,1507,0,0,0,0,0
100,3400,52925,1528,0,0,0,0,0
100,3600,41095,1688,0,0,0,0,0
100,3600,39950,1490,0,0,0,0,0
100,3600,38936,1467,0,0,0,0,0
100,3600,39226,1469,0,0,0,0,0
100,3600,39393,1469,0,0,0,0,0
100,3600,39639,1549,0,0,0,0,0
100,3600,39119,1514,0,0,0,0,0
100,3600,39389,1498,0,0,0,0,0
100,3600,39042,1548,0,0,0,0,0
100,3600,39368,1526,0,0,0,0,0
100,3600,38853,1465,0,0,0,0,0
100,3600,39157,1501,0,0,0,0,0
100,3600,39315,1528,0,0,0,0,0
100,3600,39626,1476,0,0,0,0,0
100,3600,38880,1485,0,0,0,0,0
100,3600,39329,1485,0,0,0,0,0
100,3600,39245,1564,0,0,0,0,0
100,3600,39779,1475,0,0,0,0,0
100,3600,39367,1508,0,0,0,0,0
100,3600,39351,1537,0,0,0,0,0
100,3800,41380,1621,0,0,0,0,0
100,3800,39892,1471,0,0,0,0,0
100,3800,39650,1552,0,0,0,0,0
100,3800,40093,1581,0,0,0,0,0
100,3800,39669,1443,0,0,0,0,0
100,3800,39709,1573,0,0,0,0,0
100,3800,39931,1511,0,0,0,0,0
100,3800,39387,1526,0,0,0,0,0
100,3800,39372,1515,0,0,0,0,0
100,3800,39773,1418,0,0,0,0,0
100,3800,39701,1522,0,0,0,0,0
100,3800,39751,1482,0,0,0,0,0
100,3800,79591,1529,0,0,0,0,0
100,3800,39281,1508,0,0,0,0,0
100,3800,39377,1485,0,0,0,0,0
100,3800,39766,1527,0,0,0,0,0
100,3800,39582,1452,0,0,0,0,0
100,3800,39520,1467,0,0,0,0,0
100,3800,39501,1543,0,0,0,0,0
100,3800,39684,1512,0,0,0,0,0
100,4000,41004,1687,0,0,0,0,0
100,4000,39917,1516,0,0,0,0,0
100,4000,39925,1464,0,0,0,0,0
100,4000,40283,1496,0,0,0,0,0
100,4000,39855,1461,0,0,0,0,0
100,4000,40289,1486,0,0,0,0,0
100,4000,39822,1494,0,0,0,0,0
100,4000,39857,1443,0,0,0,0,0
100,4000,39347,1485,0,0,0,0,0
100,4000,39798,1509,0,0,0,0,0
100,4000,39962,1487,0,0,0,0,0
100,4000,39870,1477,0,0,0,0,0
100,4000,39785,1531,0,0,0,0,0
100,4000,39616,1514,0,0,0,0,0
100,4000,39866,1486,0,0,0,0,0
100,4000,40057,1502,0,0,0,0,0
100,4000,39743,1523,0,0,0,0,0
100,4000,39711,1486,0,0,0,0,0
100,4000,39691,1495,0,0,0,0,0
100,4000,39621,1517,0,0,0,0,0
100,4200,39902,1543,0,0,0,0,0
100,4200,37984,1527,0,0,0,0,0
100,4200,37944,1485,0,0,0,0,0
100,4200,38085,1488,0,0,0,0,0
100,4200,37589,1514,0,0,0,0,0
100,4200,37594,1516,0,0,0,0,0
100,4200,37424,1460,0,0,0,0,0
100,4200,37897,1485,0,0,0,0,0
100,4200,37814,1508,0,0,0,0,0
100,4200,40014,1530,0,0,0,0,0
100,4200,37889,1505,0,0,0,0,0
100,4200,37609,1499,0,0,0,0,0
100,4200,37851,1521,0,0,0,0,0
100,4200,37487,1488,0,0,0,0,0
100,4200,37913,1512,0,0,0,0,0
100,4200,38057,1519,0,0,0,0,0
100,4200,37741,1554,0,0,0,0,0
100,4200,37725,1466,0,0,0,0,0
100,4200,40211,1537,0,0,0,0,0
100,4200,38372,1517,0,0,0,0,0
100,4400,41614,1689,0,0,0,0,0
100,4400,39761,1462,0,0,0,0,0
100,4400,40076,1459,0,0,0,0,0
100,4400,39971,1475,0,0,0,0,0
100,4400,40183,1475,0,0,0,0,0
100,4400,39999,1446,0,0,0,0,0
100,4400,40361,1478,0,0,0,0,0
100,4400,40271,1566,0,0,0,0,0
100,4400,40310,1478,0,0,0,0,0
100,4400,40285,1447,0,0,0,0,0
100,4400,40388,1511,0,0,0,0,0
100,4400,38039,1497,0,0,0,0,0
100,4400,40209,1507,0,0,0,0,0
100,4400,39965,1472,0,0,0,0,0
100,4400,38646,1481,0,0,0,0,0
100,4400,40060,1476,0,0,0,0,0
100,4400,40261,1519,0,0,0,0,0
100,4400,40548,1493,0,0,0,0,0
100,4400,42347,1609,0,0,0,0,0
100,4400,40148,1488,0,0,0,0,0
100,4600,42102,1750,0,0,0,0,0
100,4600,40557,1519,0,0,0,0,0
100,4600,38727,1487,0,0,0,0,0
100,4600,39016,1456,0,0,0,0,0
100,4600,38545,1457,0,0,0,0,0
100,4600,38732,1495,0,0,0,0,0
100,4600,38337,1451,0,0,0,0,0
100,4600,38374,1490,0,0,0,0,0
100,4600,38773,1561,0,0,0,0,0
