Pallet: "pallet_membership", Extrinsic: "add_member", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
m,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
61,28880,1347,0,0,0,0,0
61,28410,1298,0,0,0,0,0
61,28439,1257,0,0,0,0,0
61,28369,1289,0,0,0,0,0
61,28635,1317,0,0,0,0,0
61,28585,1290,0,0,0,0,0
61,28849,1250,0,0,0,0,0
62,31787,1489,0,0,0,0,0
62,29232,1348,0,0,0,0,0
62,28978,1358,0,0,0,0,0
62,29462,1309,0,0,0,0,0
62,29707,1412,0,0,0,0,0
62,30577,1401,0,0,0,0,0
62,28487,1359,0,0,0,0,0
62,29188,1294,0,0,0,0,0
62,28428,1361,0,0,0,0,0
62,29460,1309,0,0,0,0,0
62,28711,1318,0,0,0,0,0
62,28507,1299,0,0,0,0,0
62,28631,1318,0,0,0,0,0
62,28945,1373,0,0,0,0,0
62,28796,1299,0,0,0,0,0
62,28473,1304,0,0,0,0,0
62,55197,1355,0,0,0,0,0
62,28487,1278,0,0,0,0,0
62,28636,1270,0,0,0,0,0
62,28390,1335,0,0,0,0,0
63,32905,1489,0,0,0,0,0
63,29640,1388,0,0,0,0,0
63,29455,1358,0,0,0,0,0
63,29224,1403,0,0,0,0,0
63,29429,1396,0,0,0,0,0
63,32165,1448,0,0,0,0,0
63,28538,1315,0,0,0,0,0
63,28973,1332,0,0,0,0,0
63,29410,1308,0,0,0,0,0
63,28894,1358,0,0,0,0,0
63,28752,1373,0,0,0,0,0
63,29173,1314,0,0,0,0,0
63,28920,1351,0,0,0,0,0
63,29279,1384,0,0,0,0,0
63,29580,1337,0,0,0,0,0
63,29204,1415,0,0,0,0,0
63,29008,1309,0,0,0,0,0
63,29481,1310,0,0,0,0,0
63,29558,1368,0,0,0,0,0
63,29018,1342,0,0,0,0,0
64,34261,1580,0,0,0,0,0
64,29874,1356,0,0,0,0,0
64,29028,1431,0,0,0,0,0
64,29137,1347,0,0,0,0,0
64,28924,1446,0,0,0,0,0
64,28726,1436,0,0,0,0,0
64,29195,1441,0,0,0,0,0
64,28750,1381,0,0,0,0,0
64,28841,1412,0,0,0,0,0
64,30750,1382,0,0,0,0,0
64,28461,1390,0,0,0,0,0
64,28664,1412,0,0,0,0,0
64,28706,1361,0,0,0,0,0
64,63131,1479,0,0,0,0,0
64,29356,1398,0,0,0,0,0
64,29027,1403,0,0,0,0,0
64,28931,1447,0,0,0,0,0
64,29238,1343,0,0,0,0,0
64,28812,1415,0,0,0,0,0
64,28848,1375,0,0,0,0,0
65,33078,1549,0,0,0,0,0
65,30379,5704,0,0,0,0,0
65,30410,1389,0,0,0,0,0
65,29931,1315,0,0,0,0,0
65,30177,1333,0,0,0,0,0
65,31605,1363,0,0,0,0,0
65,29878,1338,0,0,0,0,0
65,29940,1350,0,0,0,0,0
65,30014,1320,0,0,0,0,0
65,30348,1356,0,0,0,0,0
65,30195,1295,0,0,0,0,0
65,30044,1416,0,0,0,0,0
65,29938,1327,0,0,0,0,0
65,29117,1290,0,0,0,0,0
65,28726,1323,0,0,0,0,0
65,29759,1424,0,0,0,0,0
65,29379,1333,0,0,0,0,0
65,29380,1374,0,0,0,0,0
65,29409,1351,0,0,0,0,0
65,29461,1360,0,0,0,0,0
66,35781,1490,0,0,0,0,0
66,31229,1366,0,0,0,0,0
66,31075,1385,0,0,0,0,0
66,30955,1396,0,0,0,0,0
66,30753,1342,0,0,0,0,0
66,30738,1361,0,0,0,0,0
66,30797,1377,0,0,0,0,0
66,31282,1330,0,0,0,0,0
66,31127,1324,0,0,0,0,0
66,33410,1377,0,0,0,0,0
66,30910,1388,0,0,0,0,0
66,30632,1395,0,0,0,0,0
66,31139,1395,0,0,0,0,0
66,30735,1297,0,0,0,0,0
66,30327,1298,0,0,0,0,0
66,31682,1353,0,0,0,0,0
66,30675,1344,0,0,0,0,0
66,30447,1364,0,0,0,0,0
66,30233,1346,0,0,0,0,0
66,30697,1347,0,0,0,0,0
67,35924,1607,0,0,0,0,0
67,31607,1359,0,0,0,0,0
67,31294,1390,0,0,0,0,0
67,31210,1370,0,0,0,0,0
67,30889,1416,0,0,0,0,0
67,30535,1404,0,0,0,0,0
67,31141,1333,0,0,0,0,0
67,31063,1407,0,0,0,0,0
67,31267,1416,0,0,0,0,0
67,32745,1336,0,0,0,0,0
67,31071,1415,0,0,0,0,0
67,31083,1430,0,0,0,0,0
67,31463,1421,0,0,0,0,0
67,31248,1397,0,0,0,0,0
67,30467,1377,0,0,0,0,0
67,36586,1505,0,0,0,0,0
67,31454,1392,0,0,0,0,0
67,43418,1363,0,0,0,0,0
67,30536,1416,0,0,0,0,0
67,30075,1347,0,0,0,0,0
68,36148,1437,0,0,0,0,0
68,31844,1358,0,0,0,0,0
68,31904,1356,0,0,0,0,0
68,37116,1425,0,0,0,0,0
68,31972,1371,0,0,0,0,0
68,31104,1368,0,0,0,0,0
68,31260,1330,0,0,0,0,0
68,31562,1391,0,0,0,0,0
68,30953,1372,0,0,0,0,0
68,33526,1366,0,0,0,0,0
68,30948,1465,0,0,0,0,0
68,31117,1384,0,0,0,0,0
68,31588,1306,0,0,0,0,0
68,31047,1347,0,0,0,0,0
68,31508,1287,0,0,0,0,0
68,31265,1381,0,0,0,0,0
68,31649,1350,0,0,0,0,0
68,31171,1433,0,0,0,0,0
68,32047,1376,0,0,0,0,0
68,31368,1350,0,0,0,0,0
69,35635,1563,0,0,0,0,0
69,31786,1405,0,0,0,0,0
69,31274,1381,0,0,0,0,0
69,31517,1441,0,0,0,0,0
69,31565,1405,0,0,0,0,0
69,31261,1375,0,0,0,0,0
69,31355,1375,0,0,0,0,0
69,31647,1373,0,0,0,0,0
69,31458,1366,0,0,0,0,0
69,33862,1448,0,0,0,0,0
69,31625,1442,0,0,0,0,0
69,31494,1383,0,0,0,0,0
69,32298,1399,0,0,0,0,0
69,31353,1457,0,0,0,0,0
69,31533,1334,0,0,0,0,0
69,31540,1375,0,0,0,0,0
69,31351,1391,0,0,0,0,0
69,31097,1369,0,0,0,0,0
69,31054,1389,0,0,0,0,0
69,31987,1375,0,0,0,0,0
70,35636,1537,0,0,0,0,0
70,31451,1368,0,0,0,0,0
70,31214,1387,0,0,0,0,0
70,31499,1343,0,0,0,0,0
70,30933,1353,0,0,0,0,0
70,31525,1396,0,0,0,0,0
70,30885,1331,0,0,0,0,0
70,31215,1393,0,0,0,0,0
70,30883,1359,0,0,0,0,0
70,33401,1338,0,0,0,0,0
70,31247,1405,0,0,0,0,0
70,31451,1280,0,0,0,0,0
70,31292,1331,0,0,0,0,0
70,31463,1386,0,0,0,0,0
70,31087,1422,0,0,0,0,0
70,31464,1430,0,0,0,0,0
70,31262,1438,0,0,0,0,0
70,31550,1390,0,0,0,0,0
70,37473,1427,0,0,0,0,0
70,31165,1443,0,0,0,0,0
71,36133,1540,0,0,0,0,0
71,31807,1404,0,0,0,0,0
71,31878,1400,0,0,0,0,0
71,32589,1442,0,0,0,0,0
71,31957,1413,0,0,0,0,0
71,31654,1377,0,0,0,0,0
71,31397,1405,0,0,0,0,0
71,31506,1400,0,0,0,0,0
71,31493,1414,0,0,0,0,0
71,33325,1339,0,0,0,0,0
71,31826,1434,0,0,0,0,0
71,31234,1433,0,0,0,0,0
71,31455,1414,0,0,0,0,0
71,31363,1410,0,0,0,0,0
71,31797,1430,0,0,0,0,0
71,31134,1409,0,0,0,0,0
71,31558,1399,0,0,0,0,0
71,31722,1389,0,0,0,0,0
71,31379,1363,0,0,0,0,0
71,31385,1407,0,0,0,0,0
72,35829,1538,0,0,0,0,0
72,31813,1463,0,0,0,0,0
72,31769,1386,0,0,0,0,0
72,31850,1401,0,0,0,0,0
72,31611,1468,0,0,0,0,0
72,31270,1470,0,0,0,0,0
72,31199,1414,0,0,0,0,0
72,31544,1448,0,0,0,0,0
72,31900,1409,0,0,0,0,0
72,33679,1388,0,0,0,0,0
72,31570,1501,0,0,0,0,0
72,31462,1417,0,0,0,0,0
72,31445,1447,0,0,0,0,0
72,31429,1419,0,0,0,0,0
72,31687,1412,0,0,0,0,0
72,31484,1378,0,0,0,0,0
72,31610,1491,0,0,0,0,0
72,31680,1381,0,0,0,0,0
72,31489,1394,0,0,0,0,0
72,31310,1345,0,0,0,0,0
73,36287,1512,0,0,0,0,0
73,32739,1461,0,0,0,0,0
73,32147,1466,0,0,0,0,0
73,31871,1418,0,0,0,0,0
73,32224,1337,0,0,0,0,0
73,31990,1393,0,0,0,0,0
73,32058,1435,0,0,0,0,0
73,32164,1324,0,0,0,0,0
73,32446,1332,0,0,0,0,0
73,34086,1381,0,0,0,0,0
73,32176,1418,0,0,0,0,0
73,32071,1364,0,0,0,0,0
73,31846,1369,0,0,0,0,0
73,32404,1430,0,0,0,0,0
73,31907,1347,0,0,0,0,0
73,31844,1343,0,0,0,0,0
73,31878,1403,0,0,0,0,0
73,32190,1377,0,0,0,0,0
73,33333,1341,0,0,0,0,0
73,32637,1337,0,0,0,0,0
74,35696,1517,0,0,0,0,0
74,31545,1359,0,0,0,0,0
74,31709,1391,0,0,0,0,0
74,31748,1337,0,0,0,0,0
74,31685,1395,0,0,0,0,0
74,31581,1325,0,0,0,0,0
74,31901,1358,0,0,0,0,0
74,31963,1352,0,0,0,0,0
74,31608,1371,0,0,0,0,0
74,33546,1344,0,0,0,0,0
74,31209,1337,0,0,0,0,0
74,31871,1342,0,0,0,0,0
74,31289,1273,0,0,0,0,0
74,31537,1342,0,0,0,0,0
74,31703,1362,0,0,0,0,0
74,31801,1371,0,0,0,0,0
74,31531,1384,0,0,0,0,0
74,31500,5281,0,0,0,0,0
74,31807,1409,0,0,0,0,0
74,31609,1412,0,0,0,0,0
75,37152,1655,0,0,0,0,0
75,32667,1406,0,0,0,0,0
75,32474,1404,0,0,0,0,0
75,32233,1375,0,0,0,0,0
75,32151,1548,0,0,0,0,0
75,32357,1402,0,0,0,0,0
75,32055,1436,0,0,0,0,0
75,32197,1385,0,0,0,0,0
75,32512,1383,0,0,0,0,0
75,34085,1442,0,0,0,0,0
75,32187,1336,0,0,0,0,0
75,31716,1406,0,0,0,0,0
75,32125,1349,0,0,0,0,0
75,32375,1327,0,0,0,0,0
75,31691,1384,0,0,0,0,0
75,31585,1418,0,0,0,0,0
75,32095,1405,0,0,0,0,0
75,32603,1351,0,0,0,0,0
75,31992,1339,0,0,0,0,0
75,31875,1407,0,0,0,0,0
76,35721,1578,0,0,0,0,0
76,32325,1453,0,0,0,0,0
76,32455,1397,0,0,0,0,0
76,32173,1462,0,0,0,0,0
76,32505,1462,0,0,0,0,0
76,32635,1359,0,0,0,0,0
76,31960,1432,0,0,0,0,0
76,32533,1350,0,0,0,0,0
76,32328,1536,0,0,0,0,0
76,34227,1419,0,0,0,0,0
76,32186,1386,0,0,0,0,0
76,32432,1402,0,0,0,0,0
76,32316,1445,0,0,0,0,0
76,33094,1356,0,0,0,0,0
76,31896,1435,0,0,0,0,0
76,32116,1428,0,0,0,0,0
76,32488,1425,0,0,0,0,0
76,32425,1443,0,0,0,0,0
76,31910,1415,0,0,0,0,0
76,32360,1348,0,0,0,0,0
77,36059,1521,0,0,0,0,0
77,32411,1408,0,0,0,0,0
77,31618,1296,0,0,0,0,0
77,35175,1396,0,0,0,0,0
77,32203,1361,0,0,0,0,0
77,31752,1381,0,0,0,0,0
77,31312,1361,0,0,0,0,0
77,31700,1356,0,0,0,0,0
77,31315,1324,0,0,0,0,0
77,33266,1361,0,0,0,0,0
77,31523,1385,0,0,0,0,0
77,32279,1355,0,0,0,0,0
77,31318,1325,0,0,0,0,0
77,31823,1329,0,0,0,0,0
77,31577,1324,0,0,0,0,0
77,31498,1306,0,0,0,0,0
77,31002,1284,0,0,0,0,0
77,31643,1377,0,0,0,0,0
77,31396,1339,0,0,0,0,0
77,31496,1388,0,0,0,0,0
78,36438,1455,0,0,0,0,0
78,44646,1408,0,0,0,0,0
78,32343,1429,0,0,0,0,0
78,32496,1340,0,0,0,0,0
78,32069,1391,0,0,0,0,0
78,31946,1426,0,0,0,0,0
78,32244,1392,0,0,0,0,0
78,32078,1437,0,0,0,0,0
78,32395,1416,0,0,0,0,0
78,34096,1416,0,0,0,0,0
78,32062,1306,0,0,0,0,0
78,32488,1371,0,0,0,0,0
78,31598,1415,0,0,0,0,0
78,31937,1414,0,0,0,0,0
78,31803,1366,0,0,0,0,0
78,31967,1416,0,0,0,0,0
78,31912,1401,0,0,0,0,0
78,32315,1446,0,0,0,0,0
78,32202,1333,0,0,0,0,0
78,32123,1359,0,0,0,0,0
79,37297,1465,0,0,0,0,0
79,32880,1332,0,0,0,0,0
79,32116,1400,0,0,0,0,0
79,32766,1327,0,0,0,0,0
79,32356,1344,0,0,0,0,0
79,31951,1345,0,0,0,0,0
79,31782,1271,0,0,0,0,0
79,31798,1334,0,0,0,0,0
79,31929,1385,0,0,0,0,0
79,33907,1329,0,0,0,0,0
79,32628,1326,0,0,0,0,0
79,31958,1312,0,0,0,0,0
79,31877,1317,0,0,0,0,0
79,32250,1372,0,0,0,0,0
79,33270,1346,0,0,0,0,0
79,32106,1320,0,0,0,0,0
79,31858,1329,0,0,0,0,0
79,31957,1328,0,0,0,0,0
79,31801,1332,0,0,0,0,0
79,32117,1325,0,0,0,0,0
80,37330,1498,0,0,0,0,0
80,32824,1413,0,0,0,0,0
80,32649,1360,0,0,0,0,0
80,32798,1344,0,0,0,0,0
80,32987,1472,0,0,0,0,0
80,33104,1377,0,0,0,0,0
80,38591,1448,0,0,0,0,0
80,33116,1377,0,0,0,0,0
80,33036,1372,0,0,0,0,0
80,34866,1361,0,0,0,0,0
80,33160,1344,0,0,0,0,0
80,32651,1409,0,0,0,0,0
80,32741,1382,0,0,0,0,0
80,32907,1378,0,0,0,0,0
80,32871,1320,0,0,0,0,0
80,33097,1382,0,0,0,0,0
80,32867,1350,0,0,0,0,0
80,32666,1330,0,0,0,0,0
80,32614,1315,0,0,0,0,0
80,33013,1364,0,0,0,0,0
81,37294,1553,0,0,0,0,0
81,33746,1406,0,0,0,0,0
81,33280,1337,0,0,0,0,0
81,33096,1323,0,0,0,0,0
81,32942,1354,0,0,0,0,0
81,33377,1384,0,0,0,0,0
81,33009,1475,0,0,0,0,0
81,33256,1428,0,0,0,0,0
81,32815,1388,0,0,0,0,0
81,35119,1485,0,0,0,0,0
81,33118,1431,0,0,0,0,0
81,33538,1422,0,0,0,0,0
81,32939,1439,0,0,0,0,0
81,33436,1432,0,0,0,0,0
81,32982,1389,0,0,0,0,0
81,32963,1375,0,0,0,0,0
81,33686,1365,0,0,0,0,0
81,33447,1367,0,0,0,0,0
81,33499,1370,0,0,0,0,0
81,33457,1421,0,0,0,0,0
82,37689,1453,0,0,0,0,0
82,33596,1317,0,0,0,0,0
82,32892,1296,0,0,0,0,0
82,33645,1320,0,0,0,0,0
82,33256,1259,0,0,0,0,0
82,33687,1339,0,0,0,0,0
82,33174,1273,0,0,0,0,0
82,33817,1356,0,0,0,0,0
82,33262,1362,0,0,0,0,0
82,35106,1342,0,0,0,0,0
82,33226,1363,0,0,0,0,0
82,33780,1360,0,0,0,0,0
82,50730,1448,0,0,0,0,0
82,33410,1389,0,0,0,0,0
82,33334,1349,0,0,0,0,0
82,33185,1305,0,0,0,0,0
82,33071,1364,0,0,0,0,0
82,33138,1373,0,0,0,0,0
82,32578,1413,0,0,0,0,0
82,32585,1334,0,0,0,0,0
83,38498,1489,0,0,0,0,0
83,34368,1363,0,0,0,0,0
83,33947,1419,0,0,0,0,0
83,33573,1265,0,0,0,0,0
83,33840,1302,0,0,0,0,0
83,33689,1357,0,0,0,0,0
83,33846,1330,0,0,0,0,0
83,33534,1343,0,0,0,0,0
83,34205,1336,0,0,0,0,0
83,35618,1368,0,0,0,0,0
83,33558,1363,0,0,0,0,0
83,33692,1345,0,0,0,0,0
83,34155,1399,0,0,0,0,0
83,33933,1344,0,0,0,0,0
83,44031,1390,0,0,0,0,0
83,34543,1323,0,0,0,0,0
83,33119,1306,0,0,0,0,0
83,46107,1405,0,0,0,0,0
83,50584,1424,0,0,0,0,0
83,33475,1365,0,0,0,0,0
84,37532,1496,0,0,0,0,0
84,33236,1374,0,0,0,0,0
84,32869,1378,0,0,0,0,0
84,32753,1336,0,0,0,0,0
84,33019,1322,0,0,0,0,0
84,32699,1281,0,0,0,0,0
84,32499,1359,0,0,0,0,0
84,32738,1286,0,0,0,0,0
84,32880,1291,0,0,0,0,0
84,34563,1374,0,0,0,0,0
84,33622,1349,0,0,0,0,0
84,32752,1350,0,0,0,0,0
84,33141,1304,0,0,0,0,0
84,33086,1322,0,0,0,0,0
84,32943,1289,0,0,0,0,0
84,32965,1310,0,0,0,0,0
84,73897,1396,0,0,0,0,0
84,32874,1360,0,0,0,0,0
84,33269,1305,0,0,0,0,0
84,32805,1382,0,0,0,0,0
85,38465,1572,0,0,0,0,0
85,34656,1416,0,0,0,0,0
85,34044,1404,0,0,0,0,0
85,33771,1399,0,0,0,0,0
85,33964,1422,0,0,0,0,0
85,34141,1405,0,0,0,0,0
85,33612,1379,0,0,0,0,0
85,33659,1361,0,0,0,0,0
85,33449,1375,0,0,0,0,0
85,36039,1272,0,0,0,0,0
85,33057,1350,0,0,0,0,0
85,32949,1343,0,0,0,0,0
85,33036,1356,0,0,0,0,0
85,33275,1425,0,0,0,0,0
85,33333,1305,0,0,0,0,0
85,45786,1351,0,0,0,0,0
85,33243,1351,0,0,0,0,0
85,32927,1372,0,0,0,0,0
85,33432,1429,0,0,0,0,0
85,32910,1360,0,0,0,0,0
86,38840,1491,0,0,0,0,0
86,34818,1403,0,0,0,0,0
86,34679,1440,0,0,0,0,0
86,34469,1372,0,0,0,0,0
86,34470,1359,0,0,0,0,0
86,33940,1405,0,0,0,0,0
86,34447,1380,0,0,0,0,0
86,34430,1365,0,0,0,0,0
86,34661,1444,0,0,0,0,0
86,36072,1336,0,0,0,0,0
86,34485,1350,0,0,0,0,0
86,34111,1426,0,0,0,0,0
86,34183,1437,0,0,0,0,0
86,34609,1357,0,0,0,0,0
86,34362,1398,0,0,0,0,0
86,34283,1360,0,0,0,0,0
86,34266,1317,0,0,0,0,0
86,34437,1354,0,0,0,0,0
86,34201,1372,0,0,0,0,0
86,34770,1377,0,0,0,0,0
87,37742,1533,0,0,0,0,0
87,34168,1368,0,0,0,0,0
87,34260,1356,0,0,0,0,0
87,33263,1331,0,0,0,0,0
87,47010,1315,0,0,0,0,0
87,34016,1363,0,0,0,0,0
87,33938,1361,0,0,0,0,0
87,33579,1386,0,0,0,0,0
87,33625,1367,0,0,0,0,0
87,35478,1428,0,0,0,0,0
87,34139,1393,0,0,0,0,0
87,33905,1381,0,0,0,0,0
87,33925,1421,0,0,0,0,0
87,33928,1372,0,0,0,0,0
87,34277,1395,0,0,0,0,0
87,34169,1371,0,0,0,0,0
87,33893,1334,0,0,0,0,0
87,33971,1345,0,0,0,0,0
87,34413,1335,0,0,0,0,0
87,33832,1334,0,0,0,0,0
88,39483,1560,0,0,0,0,0
88,35053,1460,0,0,0,0,0
88,35234,1370,0,0,0,0,0
88,34480,1345,0,0,0,0,0
88,34349,1360,0,0,0,0,0
88,34055,1458,0,0,0,0,0
88,35060,1369,0,0,0,0,0
88,34746,1361,0,0,0,0,0
88,34486,1362,0,0,0,0,0
88,36862,1362,0,0,0,0,0
88,34823,1363,0,0,0,0,0
88,34507,1401,0,0,0,0,0
88,34431,1315,0,0,0,0,0
88,34306,1294,0,0,0,0,0
88,34920,1418,0,0,0,0,0
88,34479,1483,0,0,0,0,0
88,34651,1381,0,0,0,0,0
88,34942,1360,0,0,0,0,0
88,34443,1343,0,0,0,0,0
88,34835,1258,0,0,0,0,0
89,39123,1513,0,0,0,0,0
89,34633,1309,0,0,0,0,0
89,34825,1351,0,0,0,0,0
89,33970,1379,0,0,0,0,0
89,35018,1356,0,0,0,0,0
89,34702,1376,0,0,0,0,0
89,42998,1385,0,0,0,0,0
89,35117,1377,0,0,0,0,0
89,34777,1428,0,0,0,0,0
89,36833,1398,0,0,0,0,0
89,34617,1419,0,0,0,0,0
89,34941,1386,0,0,0,0,0
89,34735,1355,0,0,0,0,0
89,34757,1315,0,0,0,0,0
89,34672,1378,0,0,0,0,0
89,34666,1354,0,0,0,0,0
89,34535,1391,0,0,0,0,0
89,35069,1336,0,0,0,0,0
89,34836,1324,0,0,0,0,0
89,34871,1310,0,0,0,0,0
90,38400,1514,0,0,0,0,0
90,33865,1403,0,0,0,0,0
90,33860,1327,0,0,0,0,0
90,33851,1333,0,0,0,0,0
90,33631,1367,0,0,0,0,0
90,34109,1393,0,0,0,0,0
90,33968,1333,0,0,0,0,0
90,68563,1367,0,0,0,0,0
90,34121,1366,0,0,0,0,0
90,36138,1298,0,0,0,0,0
90,33872,1273,0,0,0,0,0
90,33980,1347,0,0,0,0,0
90,33124,1334,0,0,0,0,0
90,33373,1337,0,0,0,0,0
90,33421,1414,0,0,0,0,0
90,33457,1329,0,0,0,0,0
90,33648,1346,0,0,0,0,0
90,34167,1348,0,0,0,0,0
90,33073,1337,0,0,0,0,0
90,33203,1355,0,0,0,0,0
91,39564,1528,0,0,0,0,0
91,35884,1387,0,0,0,0,0
91,35499,1337,0,0,0,0,0
91,35364,1414,0,0,0,0,0
91,35258,1383,0,0,0,0,0
91,35285,1383,0,0,0,0,0
91,35021,1347,0,0,0,0,0
91,35371,1386,0,0,0,0,0
91,35385,1395,0,0,0,0,0
91,37674,1361,0,0,0,0,0
91,35308,1385,0,0,0,0,0
91,35384,1350,0,0,0,0,0
91,35384,1320,0,0,0,0,0
91,35046,1354,0,0,0,0,0
91,35214,1342,0,0,0,0,0
91,35024,1392,0,0,0,0,0
91,34982,1432,0,0,0,0,0
91,34999,1308,0,0,0,0,0
91,34883,1342,0,0,0,0,0
91,36152,1332,0,0,0,0,0
92,39064,1474,0,0,0,0,0
92,35018,1403,0,0,0,0,0
92,34637,1398,0,0,0,0,0
92,34555,1390,0,0,0,0,0
92,34960,1373,0,0,0,0,0
92,34639,1324,0,0,0,0,0
92,34738,1356,0,0,0,0,0
92,34299,1313,0,0,0,0,0
92,35431,1330,0,0,0,0,0
92,36666,1339,0,0,0,0,0
92,34513,1334,0,0,0,0,0
92,34549,1336,0,0,0,0,0
92,34655,1341,0,0,0,0,0
92,34665,1344,0,0,0,0,0
92,34043,1378,0,0,0,0,0
92,34338,1356,0,0,0,0,0
92,34146,1329,0,0,0,0,0
92,33928,1421,0,0,0,0,0
92,34202,1316,0,0,0,0,0
92,34709,1350,0,0,0,0,0
93,39123,1582,0,0,0,0,0
93,35079,1376,0,0,0,0,0
93,35512,1340,0,0,0,0,0
93,35111,1386,0,0,0,0,0
93,34958,1361,0,0,0,0,0
93,35234,1330,0,0,0,0,0
93,35007,1404,0,0,0,0,0
93,35152,1399,0,0,0,0,0
93,35778,1339,0,0,0,0,0
93,37399,1362,0,0,0,0,0
93,35289,1405,0,0,0,0,0
93,35235,1369,0,0,0,0,0
93,35443,1347,0,0,0,0,0
93,35203,1340,0,0,0,0,0
93,35388,1373,0,0,0,0,0
93,34625,1296,0,0,0,0,0
93,34510,1350,0,0,0,0,0
93,35013,1439,0,0,0,0,0
93,35085,1350,0,0,0,0,0
93,35049,1390,0,0,0,0,0
94,39106,1478,0,0,0,0,0
94,35151,1385,0,0,0,0,0
94,35573,1432,0,0,0,0,0
94,35998,1372,0,0,0,0,0
94,35953,1399,0,0,0,0,0
94,35469,1363,0,0,0,0,0
94,35291,1399,0,0,0,0,0
94,35699,1376,0,0,0,0,0
94,41466,1513,0,0,0,0,0
94,37808,1434,0,0,0,0,0
94,35284,1405,0,0,0,0,0
94,35534,1376,0,0,0,0,0
94,35600,1483,0,0,0,0,0
94,34914,1438,0,0,0,0,0
94,35439,1346,0,0,0,0,0
94,35246,1391,0,0,0,0,0
94,35710,1445,0,0,0,0,0
94,35409,1389,0,0,0,0,0
94,35653,1441,0,0,0,0,0
94,35569,1458,0,0,0,0,0
95,39764,1565,0,0,0,0,0
95,35984,1347,0,0,0,0,0
95,34962,1403,0,0,0,0,0
95,34644,1299,0,0,0,0,0
95,35271,1357,0,0,0,0,0
95,34853,1376,0,0,0,0,0
95,34530,1332,0,0,0,0,0
95,34791,1312,0,0,0,0,0
95,60822,1351,0,0,0,0,0
95,36484,1355,0,0,0,0,0
95,34643,1350,0,0,0,0,0
95,35045,1347,0,0,0,0,0
95,34312,1346,0,0,0,0,0
95,34638,1382,0,0,0,0,0
95,34710,1284,0,0,0,0,0
95,34854,1326,0,0,0,0,0
95,35223,1293,0,0,0,0,0
95,34837,1419,0,0,0,0,0
95,34393,1335,0,0,0,0,0
95,34891,1327,0,0,0,0,0
96,41166,1536,0,0,0,0,0
96,35690,1394,0,0,0,0,0
96,35643,1348,0,0,0,0,0
96,35559,1354,0,0,0,0,0
96,35887,1357,0,0,0,0,0
96,36255,1310,0,0,0,0,0
96,35656,1357,0,0,0,0,0
96,35616,1418,0,0,0,0,0
96,36180,1413,0,0,0,0,0
96,38115,1494,0,0,0,0,0
96,35818,1405,0,0,0,0,0
96,35702,1398,0,0,0,0,0
96,36101,1470,0,0,0,0,0
96,35849,1366,0,0,0,0,0
96,35796,1364,0,0,0,0,0
96,35098,1364,0,0,0,0,0
96,35466,1307,0,0,0,0,0
96,35488,1341,0,0,0,0,0
96,35823,1325,0,0,0,0,0
96,35476,1388,0,0,0,0,0
97,40773,1524,0,0,0,0,0
97,35456,1411,0,0,0,0,0
97,35275,1328,0,0,0,0,0
97,35031,1356,0,0,0,0,0
97,35232,1339,0,0,0,0,0
97,35034,1283,0,0,0,0,0
97,34934,1346,0,0,0,0,0
97,48450,1361,0,0,0,0,0
97,34892,1339,0,0,0,0,0
97,36870,1365,0,0,0,0,0
97,35374,1313,0,0,0,0,0
97,34873,1345,0,0,0,0,0
97,35203,1300,0,0,0,0,0
97,35031,1272,0,0,0,0,0
97,35096,1328,0,0,0,0,0
97,34869,1304,0,0,0,0,0
97,34768,1332,0,0,0,0,0
97,34572,1323,0,0,0,0,0
97,35195,1289,0,0,0,0,0
97,35363,1326,0,0,0,0,0
98,42268,1573,0,0,0,0,0
98,36740,1466,0,0,0,0,0
98,36298,1480,0,0,0,0,0
98,36441,1341,0,0,0,0,0
98,36161,1386,0,0,0,0,0
98,36020,1361,0,0,0,0,0
98,36265,1440,0,0,0,0,0
98,35890,1422,0,0,0,0,0
98,36038,1334,0,0,0,0,0
98,38138,1330,0,0,0,0,0
98,35966,1390,0,0,0,0,0
98,35757,1403,0,0,0,0,0
98,35703,1420,0,0,0,0,0
98,36119,1352,0,0,0,0,0
98,35935,1439,0,0,0,0,0
98,35941,1404,0,0,0,0,0
98,36019,1344,0,0,0,0,0
98,35688,1310,0,0,0,0,0
98,35743,1361,0,0,0,0,0
98,35751,1446,0,0,0,0,0
99,41283,1544,0,0,0,0,0
99,36312,1360,0,0,0,0,0
99,36216,1387,0,0,0,0,0
99,35949,1385,0,0,0,0,0
99,35906,1390,0,0,0,0,0
99,36872,1417,0,0,0,0,0
99,35898,1424,0,0,0,0,0
99,36309,1414,0,0,0,0,0
99,35982,1445,0,0,0,0,0
99,38408,1352,0,0,0,0,0
99,36035,1388,0,0,0,0,0
99,35997,1369,0,0,0,0,0
99,36381,1375,0,0,0,0,0
99,36349,1415,0,0,0,0,0
99,36051,1373,0,0,0,0,0
99,36102,1356,0,0,0,0,0
99,36047,1359,0,0,0,0,0
99,36228,1387,0,0,0,0,0
99,35960,1409,0,0,0,0,0
99,36327,1398,0,0,0,0,0
100,40895,1564,0,0,0,0,0
100,35422,1374,0,0,0,0,0
100,36260,1378,0,0,0,0,0
100,36053,1395,0,0,0,0,0
