Pallet: "pallet_collective", Extrinsic: "set_members", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
m,n,p,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
1024,48,100,52474,1588,0,0,0,0,0
1024,48,100,51625,1598,0,0,0,0,0
1024,48,100,46769,1637,0,0,0,0,0
1024,48,100,52349,1538,0,0,0,0,0
1024,48,100,47691,1591,0,0,0,0,0
1024,48,100,52044,1616,0,0,0,0,0
1024,48,100,51498,1567,0,0,0,0,0
1024,48,100,51658,1590,0,0,0,0,0
1024,48,100,52795,1558,0,0,0,0,0
1024,48,100,47438,1619,0,0,0,0,0
1024,48,100,47923,1617,0,0,0,0,0
1024,48,100,52306,1589,0,0,0,0,0
1024,48,100,51375,1586,0,0,0,0,0
1024,48,100,46770,1581,0,0,0,0,0
1024,48,100,51197,1615,0,0,0,0,0
1024,48,100,52067,1636,0,0,0,0,0
1024,48,100,47394,1614,0,0,0,0,0
1024,48,100,51826,1637,0,0,0,0,0
1024,48,100,47120,1619,0,0,0,0,0
1024,49,100,57839,1643,0,0,0,0,0
1024,49,100,52978,1614,0,0,0,0,0
1024,49,100,52282,1597,0,0,0,0,0
1024,49,100,52598,1599,0,0,0,0,0
1024,49,100,51971,1596,0,0,0,0,0
1024,49,100,52874,1592,0,0,0,0,0
1024,49,100,52731,1542,0,0,0,0,0
1024,49,100,47469,1542,0,0,0,0,0
1024,49,100,47161,1547,0,0,0,0,0
1024,49,100,47011,1536,0,0,0,0,0
1024,49,100,46988,1536,0,0,0,0,0
1024,49,100,52061,1556,0,0,0,0,0
1024,49,100,47170,1543,0,0,0,0,0
1024,49,100,47246,1524,0,0,0,0,0
1024,49,100,46779,1667,0,0,0,0,0
1024,49,100,47103,1475,0,0,0,0,0
1024,49,100,47036,1526,0,0,0,0,0
1024,49,100,51928,1533,0,0,0,0,0
1024,49,100,47253,1592,0,0,0,0,0
1024,49,100,51873,1508,0,0,0,0,0
1024,50,100,50105,1600,0,0,0,0,0
1024,50,100,52094,1581,0,0,0,0,0
1024,50,100,51801,1643,0,0,0,0,0
1024,50,100,52129,1554,0,0,0,0,0
1024,50,100,52475,1581,0,0,0,0,0
1024,50,100,51862,1583,0,0,0,0,0
1024,50,100,47328,1604,0,0,0,0,0
1024,50,100,46762,1501,0,0,0,0,0
1024,50,100,51516,1534,0,0,0,0,0
1024,50,100,47116,1585,0,0,0,0,0
1024,50,100,52078,1603,0,0,0,0,0
1024,50,100,47203,1568,0,0,0,0,0
1024,50,100,48094,1685,0,0,0,0,0
1024,50,100,51685,1565,0,0,0,0,0
1024,50,100,52244,1591,0,0,0,0,0
1024,50,100,51811,1517,0,0,0,0,0
1024,50,100,53466,1605,0,0,0,0,0
1024,50,100,47087,1563,0,0,0,0,0
1024,50,100,46971,1546,0,0,0,0,0
1024,50,100,52088,1588,0,0,0,0,0
1024,51,100,54787,1608,0,0,0,0,0
1024,51,100,51642,1478,0,0,0,0,0
1024,51,100,52418,1506,0,0,0,0,0
1024,51,100,51717,1613,0,0,0,0,0
1024,51,100,51670,1479,0,0,0,0,0
1024,51,100,51605,1541,0,0,0,0,0
1024,51,100,52329,1540,0,0,0,0,0
1024,51,100,51738,1620,0,0,0,0,0
1024,51,100,71635,1735,0,0,0,0,0
1024,51,100,52144,1546,0,0,0,0,0
1024,51,100,51805,1534,0,0,0,0,0
1024,51,100,52164,1497,0,0,0,0,0
1024,51,100,46872,1534,0,0,0,0,0
1024,51,100,51159,1515,0,0,0,0,0
1024,51,100,51509,1552,0,0,0,0,0
1024,51,100,46975,1531,0,0,0,0,0
1024,51,100,51747,1498,0,0,0,0,0
1024,51,100,51805,1512,0,0,0,0,0
1024,51,100,47085,1560,0,0,0,0,0
1024,51,100,52122,1536,0,0,0,0,0
1024,52,100,54819,1634,0,0,0,0,0
1024,52,100,52554,1591,0,0,0,0,0
1024,52,100,52019,1547,0,0,0,0,0
1024,52,100,51551,1609,0,0,0,0,0
1024,52,100,52858,1601,0,0,0,0,0
1024,52,100,51919,1563,0,0,0,0,0
1024,52,100,52228,1589,0,0,0,0,0
1024,52,100,52644,1563,0,0,0,0,0
1024,52,100,51777,1531,0,0,0,0,0
1024,52,100,52615,1592,0,0,0,0,0
1024,52,100,67322,1566,0,0,0,0,0
1024,52,100,51749,1572,0,0,0,0,0
1024,52,100,52341,1568,0,0,0,0,0
1024,52,100,52283,1610,0,0,0,0,0
1024,52,100,54195,1527,0,0,0,0,0
1024,52,100,51955,1548,0,0,0,0,0
1024,52,100,51259,1565,0,0,0,0,0
1024,52,100,51943,1535,0,0,0,0,0
1024,52,100,51791,1528,0,0,0,0,0
1024,52,100,52189,1598,0,0,0,0,0
1024,53,100,49769,1617,0,0,0,0,0
1024,53,100,47228,1606,0,0,0,0,0
1024,53,100,71414,1565,0,0,0,0,0
1024,53,100,46960,1593,0,0,0,0,0
1024,53,100,47117,1555,0,0,0,0,0
1024,53,100,47364,1557,0,0,0,0,0
1024,53,100,51728,1521,0,0,0,0,0
1024,53,100,51798,1552,0,0,0,0,0
1024,53,100,46923,1558,0,0,0,0,0
1024,53,100,47002,1552,0,0,0,0,0
1024,53,100,47230,1488,0,0,0,0,0
1024,53,100,47352,1579,0,0,0,0,0
1024,53,100,46943,1610,0,0,0,0,0
1024,53,100,46857,1595,0,0,0,0,0
1024,53,100,47572,1477,0,0,0,0,0
1024,53,100,46859,1601,0,0,0,0,0
1024,53,100,51454,1563,0,0,0,0,0
1024,53,100,46998,1613,0,0,0,0,0
1024,53,100,52085,1521,0,0,0,0,0
1024,53,100,46614,1559,0,0,0,0,0
1024,54,100,49945,1622,0,0,0,0,0
1024,54,100,47075,1606,0,0,0,0,0
1024,54,100,52429,1585,0,0,0,0,0
1024,54,100,47654,1535,0,0,0,0,0
1024,54,100,47172,1535,0,0,0,0,0
1024,54,100,47038,1583,0,0,0,0,0
1024,54,100,52732,1625,0,0,0,0,0
1024,54,100,47100,1633,0,0,0,0,0
1024,54,100,46987,1596,0,0,0,0,0
1024,54,100,51869,1597,0,0,0,0,0
1024,54,100,51953,1605,0,0,0,0,0
1024,54,100,52637,1582,0,0,0,0,0
1024,54,100,47303,1644,0,0,0,0,0
1024,54,100,52115,1584,0,0,0,0,0
1024,54,100,46856,1529,0,0,0,0,0
1024,54,100,52732,1557,0,0,0,0,0
1024,54,100,46882,1567,0,0,0,0,0
1024,54,100,46854,1541,0,0,0,0,0
1024,54,100,52717,1577,0,0,0,0,0
1024,54,100,52301,1546,0,0,0,0,0
1024,55,100,58545,1678,0,0,0,0,0
1024,55,100,53063,1556,0,0,0,0,0
1024,55,100,52737,1607,0,0,0,0,0
1024,55,100,52431,1506,0,0,0,0,0
1024,55,100,53005,1592,0,0,0,0,0
1024,55,100,52507,1573,0,0,0,0,0
1024,55,100,52759,1577,0,0,0,0,0
1024,55,100,52490,1568,0,0,0,0,0
1024,55,100,51910,1550,0,0,0,0,0
1024,55,100,52376,1495,0,0,0,0,0
1024,55,100,51942,1549,0,0,0,0,0
1024,55,100,53005,1569,0,0,0,0,0
1024,55,100,51601,1536,0,0,0,0,0
1024,55,100,51545,1520,0,0,0,0,0
1024,55,100,51988,1529,0,0,0,0,0
1024,55,100,52253,1540,0,0,0,0,0
1024,55,100,51854,1535,0,0,0,0,0
1024,55,100,52253,1529,0,0,0,0,0
1024,55,100,52637,1605,0,0,0,0,0
1024,55,100,52290,1520,0,0,0,0,0
1024,56,100,55002,1731,0,0,0,0,0
1024,56,100,52723,1635,0,0,0,0,0
1024,56,100,52341,1587,0,0,0,0,0
1024,56,100,52344,1598,0,0,0,0,0
1024,56,100,52593,1571,0,0,0,0,0
1024,56,100,52341,1564,0,0,0,0,0
1024,56,100,56025,1595,0,0,0,0,0
1024,56,100,51950,1652,0,0,0,0,0
1024,56,100,52231,1665,0,0,0,0,0
1024,56,100,52166,1545,0,0,0,0,0
1024,56,100,51781,1654,0,0,0,0,0
1024,56,100,52159,1637,0,0,0,0,0
1024,56,100,52886,1604,0,0,0,0,0
1024,56,100,51880,1540,0,0,0,0,0
1024,56,100,52689,1561,0,0,0,0,0
1024,56,100,52932,1610,0,0,0,0,0
1024,56,100,52223,1536,0,0,0,0,0
1024,56,100,52244,1576,0,0,0,0,0
1024,56,100,52480,1647,0,0,0,0,0
1024,56,100,51862,1597,0,0,0,0,0
1024,57,100,49796,1669,0,0,0,0,0
1024,57,100,47904,1620,0,0,0,0,0
1024,57,100,47669,1616,0,0,0,0,0
1024,57,100,47877,1620,0,0,0,0,0
1024,57,100,47184,1656,0,0,0,0,0
1024,57,100,47633,1568,0,0,0,0,0
1024,57,100,47686,1580,0,0,0,0,0
1024,57,100,47005,1606,0,0,0,0,0
1024,57,100,47061,1613,0,0,0,0,0
1024,57,100,47149,1586,0,0,0,0,0
1024,57,100,47101,1665,0,0,0,0,0
1024,57,100,46912,1587,0,0,0,0,0
1024,57,100,47827,1595,0,0,0,0,0
1024,57,100,47370,1598,0,0,0,0,0
1024,57,100,47340,1545,0,0,0,0,0
1024,57,100,47106,1596,0,0,0,0,0
1024,57,100,47160,1567,0,0,0,0,0
1024,57,100,46825,1574,0,0,0,0,0
1024,57,100,46988,1614,0,0,0,0,0
1024,57,100,51993,1585,0,0,0,0,0
1024,58,100,88769,1627,0,0,0,0,0
1024,58,100,52973,1588,0,0,0,0,0
1024,58,100,47668,1570,0,0,0,0,0
1024,58,100,53584,1580,0,0,0,0,0
1024,58,100,52870,1545,0,0,0,0,0
1024,58,100,47690,1606,0,0,0,0,0
1024,58,100,48222,1622,0,0,0,0,0
1024,58,100,48279,1543,0,0,0,0,0
1024,58,100,47358,1524,0,0,0,0,0
1024,58,100,52795,1572,0,0,0,0,0
1024,58,100,52632,1619,0,0,0,0,0
1024,58,100,53005,1597,0,0,0,0,0
1024,58,100,48007,1591,0,0,0,0,0
1024,58,100,52006,1533,0,0,0,0,0
1024,58,100,53139,1546,0,0,0,0,0
1024,58,100,52714,1596,0,0,0,0,0
1024,58,100,47243,1649,0,0,0,0,0
1024,58,100,53575,1607,0,0,0,0,0
1024,58,100,52450,1537,0,0,0,0,0
1024,58,100,47516,1546,0,0,0,0,0
1024,59,100,49785,1664,0,0,0,0,0
1024,59,100,47104,1589,0,0,0,0,0
1024,59,100,47521,1501,0,0,0,0,0
1024,59,100,52412,1605,0,0,0,0,0
1024,59,100,47408,1550,0,0,0,0,0
1024,59,100,47729,1566,0,0,0,0,0
1024,59,100,47804,1584,0,0,0,0,0
1024,59,100,48739,1531,0,0,0,0,0
1024,59,100,52162,1574,0,0,0,0,0
1024,59,100,52266,1582,0,0,0,0,0
1024,59,100,55453,1686,0,0,0,0,0
1024,59,100,47613,2298,0,0,0,0,0
1024,59,100,48102,1580,0,0,0,0,0
1024,59,100,52300,1555,0,0,0,0,0
1024,59,100,52631,1612,0,0,0,0,0
1024,59,100,47665,1613,0,0,0,0,0
1024,59,100,47123,1540,0,0,0,0,0
1024,59,100,52369,1516,0,0,0,0,0
1024,59,100,53364,1579,0,0,0,0,0
1024,59,100,52676,1543,0,0,0,0,0
1024,60,100,50351,1715,0,0,0,0,0
1024,60,100,52139,1606,0,0,0,0,0
1024,60,100,53283,1646,0,0,0,0,0
1024,60,100,53144,1577,0,0,0,0,0
1024,60,100,52404,1614,0,0,0,0,0
1024,60,100,52870,1546,0,0,0,0,0
1024,60,100,47503,1654,0,0,0,0,0
1024,60,100,48019,1628,0,0,0,0,0
1024,60,100,53116,1608,0,0,0,0,0
1024,60,100,47474,1640,0,0,0,0,0
1024,60,100,47774,1567,0,0,0,0,0
1024,60,100,48301,1576,0,0,0,0,0
1024,60,100,47525,1599,0,0,0,0,0
1024,60,100,52737,1566,0,0,0,0,0
1024,60,100,52075,1594,0,0,0,0,0
1024,60,100,52734,1562,0,0,0,0,0
1024,60,100,52191,1622,0,0,0,0,0
1024,60,100,52689,1538,0,0,0,0,0
1024,60,100,47471,1591,0,0,0,0,0
1024,60,100,52673,1593,0,0,0,0,0
1024,61,100,55416,1589,0,0,0,0,0
1024,61,100,48418,1621,0,0,0,0,0
1024,61,100,48201,1560,0,0,0,0,0
1024,61,100,48323,1578,0,0,0,0,0
1024,61,100,48143,1567,0,0,0,0,0
1024,61,100,47368,1533,0,0,0,0,0
1024,61,100,47665,1552,0,0,0,0,0
1024,61,100,47872,1563,0,0,0,0,0
1024,61,100,47683,1510,0,0,0,0,0
1024,61,100,47461,1556,0,0,0,0,0
1024,61,100,47864,1565,0,0,0,0,0
1024,61,100,47863,1632,0,0,0,0,0
1024,61,100,47767,1566,0,0,0,0,0
1024,61,100,47551,1548,0,0,0,0,0
1024,61,100,52541,1544,0,0,0,0,0
1024,61,100,47005,1561,0,0,0,0,0
1024,61,100,47572,1507,0,0,0,0,0
1024,61,100,48282,1565,0,0,0,0,0
1024,61,100,47432,1546,0,0,0,0,0
1024,61,100,47777,1597,0,0,0,0,0
1024,62,100,49980,1573,0,0,0,0,0
1024,62,100,47869,1526,0,0,0,0,0
1024,62,100,52047,1561,0,0,0,0,0
1024,62,100,47688,1546,0,0,0,0,0
1024,62,100,52081,1565,0,0,0,0,0
1024,62,100,51204,1542,0,0,0,0,0
1024,62,100,52465,1553,0,0,0,0,0
1024,62,100,52471,1537,0,0,0,0,0
1024,62,100,52575,1588,0,0,0,0,0
1024,62,100,53376,1552,0,0,0,0,0
1024,62,100,52069,1514,0,0,0,0,0
1024,62,100,52678,1487,0,0,0,0,0
1024,62,100,52380,1475,0,0,0,0,0
1024,62,100,52410,1491,0,0,0,0,0
1024,62,100,47788,1597,0,0,0,0,0
1024,62,100,52189,1537,0,0,0,0,0
1024,62,100,47826,1476,0,0,0,0,0
1024,62,100,52579,1505,0,0,0,0,0
1024,62,100,52564,1511,0,0,0,0,0
1024,62,100,52397,1521,0,0,0,0,0
1024,63,100,56434,1655,0,0,0,0,0
1024,63,100,53217,1549,0,0,0,0,0
1024,63,100,53517,1548,0,0,0,0,0
1024,63,100,48206,1584,0,0,0,0,0
1024,63,100,53132,1541,0,0,0,0,0
1024,63,100,48054,1601,0,0,0,0,0
1024,63,100,47762,1593,0,0,0,0,0
1024,63,100,48214,1618,0,0,0,0,0
1024,63,100,77131,1596,0,0,0,0,0
1024,63,100,48072,1568,0,0,0,0,0
1024,63,100,53064,1577,0,0,0,0,0
1024,63,100,48011,1511,0,0,0,0,0
1024,63,100,52626,1606,0,0,0,0,0
1024,63,100,47668,1618,0,0,0,0,0
1024,63,100,53217,1564,0,0,0,0,0
1024,63,100,47723,1649,0,0,0,0,0
1024,63,100,48153,1596,0,0,0,0,0
1024,63,100,52945,1541,0,0,0,0,0
1024,63,100,53883,1606,0,0,0,0,0
1024,63,100,48889,1623,0,0,0,0,0
1024,64,100,50679,1670,0,0,0,0,0
1024,64,100,47708,1603,0,0,0,0,0
1024,64,100,48337,1607,0,0,0,0,0
1024,64,100,47740,1550,0,0,0,0,0
1024,64,100,47788,1603,0,0,0,0,0
1024,64,100,48300,1598,0,0,0,0,0
1024,64,100,47389,1648,0,0,0,0,0
1024,64,100,47396,1677,0,0,0,0,0
1024,64,100,47531,1574,0,0,0,0,0
1024,64,100,47592,1622,0,0,0,0,0
1024,64,100,48043,1697,0,0,0,0,0
1024,64,100,47561,1586,0,0,0,0,0
1024,64,100,47488,1634,0,0,0,0,0
1024,64,100,47701,1544,0,0,0,0,0
1024,64,100,47742,1574,0,0,0,0,0
1024,64,100,47558,1577,0,0,0,0,0
1024,64,100,52140,1506,0,0,0,0,0
1024,64,100,52688,1547,0,0,0,0,0
1024,64,100,47552,1596,0,0,0,0,0
1024,64,100,47750,1599,0,0,0,0,0
1024,65,100,52454,1650,0,0,0,0,0
1024,65,100,53478,1624,0,0,0,0,0
1024,65,100,48476,1618,0,0,0,0,0
1024,65,100,54122,21660,0,0,0,0,0
1024,65,100,48944,1655,0,0,0,0,0
1024,65,100,48347,1610,0,0,0,0,0
1024,65,100,53117,1610,0,0,0,0,0
1024,65,100,52915,1548,0,0,0,0,0
1024,65,100,53150,1650,0,0,0,0,0
1024,65,100,52805,1580,0,0,0,0,0
1024,65,100,48405,1552,0,0,0,0,0
1024,65,100,47774,1595,0,0,0,0,0
1024,65,100,53684,1654,0,0,0,0,0
1024,65,100,52836,1655,0,0,0,0,0
1024,65,100,47695,1566,0,0,0,0,0
1024,65,100,53100,1594,0,0,0,0,0
1024,65,100,51269,1550,0,0,0,0,0
1024,65,100,50490,1597,0,0,0,0,0
1024,65,100,48092,1527,0,0,0,0,0
1024,65,100,48414,1575,0,0,0,0,0
1024,66,100,57150,1637,0,0,0,0,0
1024,66,100,52947,1515,0,0,0,0,0
1024,66,100,53457,1528,0,0,0,0,0
1024,66,100,52965,1568,0,0,0,0,0
1024,66,100,52848,1545,0,0,0,0,0
1024,66,100,53115,1523,0,0,0,0,0
1024,66,100,52652,1557,0,0,0,0,0
1024,66,100,52787,1556,0,0,0,0,0
1024,66,100,52690,1606,0,0,0,0,0
1024,66,100,53229,1629,0,0,0,0,0
1024,66,100,52787,1532,0,0,0,0,0
1024,66,100,52718,1570,0,0,0,0,0
1024,66,100,52708,1513,0,0,0,0,0
1024,66,100,52789,1477,0,0,0,0,0
1024,66,100,53135,1570,0,0,0,0,0
1024,66,100,53890,1663,0,0,0,0,0
1024,66,100,52556,1596,0,0,0,0,0
1024,66,100,58483,1604,0,0,0,0,0
1024,66,100,53108,1511,0,0,0,0,0
1024,66,100,53081,1593,0,0,0,0,0
1024,67,100,51603,1660,0,0,0,0,0
1024,67,100,48030,1581,0,0,0,0,0
1024,67,100,52977,1740,0,0,0,0,0
1024,67,100,48139,1656,0,0,0,0,0
1024,67,100,53440,1583,0,0,0,0,0
1024,67,100,55699,1647,0,0,0,0,0
1024,67,100,53077,1636,0,0,0,0,0
1024,67,100,53217,1623,0,0,0,0,0
1024,67,100,53161,1652,0,0,0,0,0
1024,67,100,47330,1635,0,0,0,0,0
1024,67,100,53581,1620,0,0,0,0,0
1024,67,100,48418,1604,0,0,0,0,0
1024,67,100,52895,1638,0,0,0,0,0
1024,67,100,52843,1586,0,0,0,0,0
1024,67,100,53755,1589,0,0,0,0,0
1024,67,100,47889,1568,0,0,0,0,0
1024,67,100,53032,1646,0,0,0,0,0
1024,67,100,55354,1656,0,0,0,0,0
1024,67,100,53786,1661,0,0,0,0,0
1024,67,100,48267,1607,0,0,0,0,0
1024,68,100,52327,1655,0,0,0,0,0
1024,68,100,47496,1595,0,0,0,0,0
1024,68,100,48309,1683,0,0,0,0,0
1024,68,100,50895,1584,0,0,0,0,0
1024,68,100,47652,1614,0,0,0,0,0
1024,68,100,45680,1615,0,0,0,0,0
1024,68,100,53301,1622,0,0,0,0,0
1024,68,100,47559,1540,0,0,0,0,0
1024,68,100,47840,1600,0,0,0,0,0
1024,68,100,52256,1577,0,0,0,0,0
1024,68,100,47182,1536,0,0,0,0,0
1024,68,100,52424,1616,0,0,0,0,0
1024,68,100,52478,1628,0,0,0,0,0
1024,68,100,53319,1570,0,0,0,0,0
1024,68,100,52524,1545,0,0,0,0,0
1024,68,100,47827,1625,0,0,0,0,0
1024,68,100,55760,1625,0,0,0,0,0
1024,68,100,57852,1633,0,0,0,0,0
1024,68,100,52823,1661,0,0,0,0,0
1024,68,100,52953,1640,0,0,0,0,0
1024,69,100,56852,1645,0,0,0,0,0
1024,69,100,53918,1625,0,0,0,0,0
1024,69,100,52952,1593,0,0,0,0,0
1024,69,100,53177,1597,0,0,0,0,0
1024,69,100,52843,1601,0,0,0,0,0
1024,69,100,52631,1586,0,0,0,0,0
1024,69,100,53225,1576,0,0,0,0,0
1024,69,100,52615,1614,0,0,0,0,0
1024,69,100,53741,1667,0,0,0,0,0
1024,69,100,53536,1571,0,0,0,0,0
1024,69,100,53399,1610,0,0,0,0,0
1024,69,100,53322,1596,0,0,0,0,0
1024,69,100,52470,1648,0,0,0,0,0
1024,69,100,53423,1669,0,0,0,0,0
1024,69,100,53679,1586,0,0,0,0,0
1024,69,100,53025,1642,0,0,0,0,0
1024,69,100,53160,1610,0,0,0,0,0
1024,69,100,50134,1605,0,0,0,0,0
1024,69,100,52911,1630,0,0,0,0,0
1024,69,100,52632,1594,0,0,0,0,0
1024,70,100,75418,1611,0,0,0,0,0
1024,70,100,48044,1547,0,0,0,0,0
1024,70,100,48234,1539,0,0,0,0,0
1024,70,100,53695,1569,0,0,0,0,0
1024,70,100,52791,1582,0,0,0,0,0
1024,70,100,48063,1603,0,0,0,0,0
1024,70,100,53514,1569,0,0,0,0,0
1024,70,100,53365,1533,0,0,0,0,0
1024,70,100,48522,1556,0,0,0,0,0
1024,70,100,52892,1540,0,0,0,0,0
1024,70,100,53065,1515,0,0,0,0,0
1024,70,100,53151,1530,0,0,0,0,0
1024,70,100,52791,1577,0,0,0,0,0
1024,70,100,53271,1564,0,0,0,0,0
1024,70,100,53136,1608,0,0,0,0,0
1024,70,100,53524,1515,0,0,0,0,0
1024,70,100,53224,1514,0,0,0,0,0
1024,70,100,55140,1521,0,0,0,0,0
1024,70,100,48040,1547,0,0,0,0,0
1024,70,100,53186,1648,0,0,0,0,0
1024,71,100,54166,1732,0,0,0,0,0
1024,71,100,54244,1568,0,0,0,0,0
1024,71,100,54067,1571,0,0,0,0,0
1024,71,100,52865,1571,0,0,0,0,0
1024,71,100,53905,1558,0,0,0,0,0
1024,71,100,53427,1640,0,0,0,0,0
1024,71,100,49002,1587,0,0,0,0,0
1024,71,100,53393,1559,0,0,0,0,0
1024,71,100,48703,1547,0,0,0,0,0
1024,71,100,53210,1567,0,0,0,0,0
1024,71,100,53491,1557,0,0,0,0,0
1024,71,100,53072,1592,0,0,0,0,0
1024,71,100,53829,1569,0,0,0,0,0
1024,71,100,53555,1545,0,0,0,0,0
1024,71,100,47896,1566,0,0,0,0,0
1024,71,100,53384,1565,0,0,0,0,0
1024,71,100,53185,1627,0,0,0,0,0
1024,71,100,55726,1558,0,0,0,0,0
1024,71,100,53118,1567,0,0,0,0,0
1024,71,100,53813,1591,0,0,0,0,0
1024,72,100,57207,1631,0,0,0,0,0
1024,72,100,54057,1605,0,0,0,0,0
1024,72,100,53387,1574,0,0,0,0,0
1024,72,100,53755,1583,0,0,0,0,0
1024,72,100,54222,1624,0,0,0,0,0
1024,72,100,53381,1594,0,0,0,0,0
1024,72,100,53941,1558,0,0,0,0,0
1024,72,100,53828,1556,0,0,0,0,0
1024,72,100,53209,1566,0,0,0,0,0
1024,72,100,53026,1529,0,0,0,0,0
1024,72,100,53641,1574,0,0,0,0,0
1024,72,100,54034,1615,0,0,0,0,0
1024,72,100,54232,1516,0,0,0,0,0
1024,72,100,53393,1609,0,0,0,0,0
1024,72,100,53410,1547,0,0,0,0,0
1024,72,100,53620,1522,0,0,0,0,0
1024,72,100,53344,1606,0,0,0,0,0
1024,72,100,55572,1593,0,0,0,0,0
1024,72,100,48948,1566,0,0,0,0,0
1024,72,100,53630,1767,0,0,0,0,0
1024,73,100,57825,1673,0,0,0,0,0
1024,73,100,53325,1634,0,0,0,0,0
1024,73,100,53625,1512,0,0,0,0,0
1024,73,100,48530,1589,0,0,0,0,0
1024,73,100,48463,1525,0,0,0,0,0
1024,73,100,45809,1600,0,0,0,0,0
1024,73,100,53270,1548,0,0,0,0,0
1024,73,100,53337,1636,0,0,0,0,0
1024,73,100,53455,1579,0,0,0,0,0
1024,73,100,53732,1532,0,0,0,0,0
1024,73,100,53449,1492,0,0,0,0,0
1024,73,100,54449,1554,0,0,0,0,0
1024,73,100,48551,1546,0,0,0,0,0
1024,73,100,53527,1607,0,0,0,0,0
1024,73,100,53071,1572,0,0,0,0,0
1024,73,100,52922,1541,0,0,0,0,0
1024,73,100,53616,1587,0,0,0,0,0
1024,73,100,55449,1577,0,0,0,0,0
1024,73,100,53478,1579,0,0,0,0,0
1024,73,100,53399,1553,0,0,0,0,0
1024,74,100,49541,1634,0,0,0,0,0
1024,74,100,52439,1598,0,0,0,0,0
1024,74,100,53491,1608,0,0,0,0,0
1024,74,100,53155,1683,0,0,0,0,0
1024,74,100,52916,1687,0,0,0,0,0
1024,74,100,53167,1628,0,0,0,0,0
1024,74,100,48485,1587,0,0,0,0,0
1024,74,100,53044,1543,0,0,0,0,0
1024,74,100,53083,1596,0,0,0,0,0
1024,74,100,53482,1582,0,0,0,0,0
1024,74,100,53001,1608,0,0,0,0,0
1024,74,100,48246,1628,0,0,0,0,0
1024,74,100,52974,1571,0,0,0,0,0
1024,74,100,53328,1571,0,0,0,0,0
1024,74,100,52752,1561,0,0,0,0,0
1024,74,100,53376,1635,0,0,0,0,0
1024,74,100,53243,1613,0,0,0,0,0
1024,74,100,55180,1572,0,0,0,0,0
1024,74,100,53641,1606,0,0,0,0,0
1024,74,100,47964,1580,0,0,0,0,0
1024,75,100,56947,1585,0,0,0,0,0
1024,75,100,53753,1537,0,0,0,0,0
1024,75,100,53120,1533,0,0,0,0,0
1024,75,100,53096,1520,0,0,0,0,0
1024,75,100,53368,1601,0,0,0,0,0
1024,75,100,53122,1576,0,0,0,0,0
1024,75,100,53295,1592,0,0,0,0,0
1024,75,100,53331,1516,0,0,0,0,0
1024,75,100,52937,1563,0,0,0,0,0
1024,75,100,54331,1593,0,0,0,0,0
1024,75,100,48731,1545,0,0,0,0,0
1024,75,100,48566,1541,0,0,0,0,0
1024,75,100,48358,1556,0,0,0,0,0
1024,75,100,53290,1607,0,0,0,0,0
1024,75,100,53973,1560,0,0,0,0,0
1024,75,100,53244,1572,0,0,0,0,0
1024,75,100,54000,1575,0,0,0,0,0
1024,75,100,55194,1548,0,0,0,0,0
1024,75,100,53862,1545,0,0,0,0,0
1024,75,100,52737,1550,0,0,0,0,0
1024,76,100,51617,1712,0,0,0,0,0
1024,76,100,53225,1581,0,0,0,0,0
1024,76,100,53359,1553,0,0,0,0,0
1024,76,100,53110,1606,0,0,0,0,0
1024,76,100,67638,1682,0,0,0,0,0
1024,76,100,53138,1591,0,0,0,0,0
1024,76,100,53504,1575,0,0,0,0,0
1024,76,100,53361,1574,0,0,0,0,0
1024,76,100,52972,1586,0,0,0,0,0
1024,76,100,53085,1577,0,0,0,0,0
1024,76,100,48733,1558,0,0,0,0,0
1024,76,100,48441,1585,0,0,0,0,0
1024,76,100,75869,1564,0,0,0,0,0
1024,76,100,53295,1531,0,0,0,0,0
1024,76,100,52613,1557,0,0,0,0,0
1024,76,100,48181,1609,0,0,0,0,0
1024,76,100,53170,1570,0,0,0,0,0
1024,76,100,55285,1605,0,0,0,0,0
1024,76,100,48129,1587,0,0,0,0,0
1024,76,100,48284,1612,0,0,0,0,0
1024,77,100,56833,1649,0,0,0,0,0
1024,77,100,48014,1580,0,0,0,0,0
1024,77,100,48659,1657,0,0,0,0,0
1024,77,100,53658,1610,0,0,0,0,0
1024,77,100,48933,1574,0,0,0,0,0
1024,77,100,53636,1658,0,0,0,0,0
1024,77,100,53095,1591,0,0,0,0,0
1024,77,100,48444,1628,0,0,0,0,0
1024,77,100,53377,1597,0,0,0,0,0
1024,77,100,48082,1616,0,0,0,0,0
1024,77,100,53558,1603,0,0,0,0,0
1024,77,100,53478,1604,0,0,0,0,0
1024,77,100,48707,1560,0,0,0,0,0
1024,77,100,58651,1613,0,0,0,0,0
1024,77,100,54234,1637,0,0,0,0,0
1024,77,100,53301,1618,0,0,0,0,0
1024,77,100,54164,1651,0,0,0,0,0
1024,77,100,55324,1659,0,0,0,0,0
1024,77,100,49054,1617,0,0,0,0,0
1024,77,100,52783,1629,0,0,0,0,0
1024,78,100,52260,1644,0,0,0,0,0
1024,78,100,48738,1639,0,0,0,0,0
1024,78,100,49165,1533,0,0,0,0,0
1024,78,100,48888,1574,0,0,0,0,0
