Pallet: "frame_benchmarking", Extrinsic: "addition", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
i,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
   12     20800     29.88    0.1%
   14     20810     39.14    0.1%
   16     20840     51.14    0.2%
   18     20870     56.86    0.2%
   20     20820     39.96    0.1%
   22     20850     35.54    0.1%
   24     20850     36.08    0.1%
   26     20820     37.96    0.1%
   28     20810     34.09    0.1%
   30     20850     42.25    0.2%
   32     20850     48.58    0.2%
   34     20810     33.18    0.1%
   36     20840     52.16    0.2%
   38     20840     55.12    0.2%
   40     20810     35.06    0.1%
   42     20840     38.02    0.1%
   44     20840     34.99    0.1%
   46     20830     51.62    0.2%
   48     20870     50.93    0.2%
   50     20820     40.56    0.1%
   52     20850     48.42    0.2%
   54     20820     42.15    0.2%
   56     20820     27.36    0.1%
   58     20820     28.41    0.1%
   60     20810     42.93    0.2%
   62     20820      36.9    0.1%
   64     20870     48.94    0.2%
   66     20840     44.03    0.2%
   68     20880     35.29    0.1%
   70     20860     35.75    0.1%
   72     20810     23.39    0.1%
   74     20840     20.61    0.0%
   76     20860     40.89    0.1%
   78     20840     24.81    0.1%
   80     20840     21.27    0.1%
   82     20820     35.01    0.1%
   84     20840     26.78    0.1%
   86     20820     41.32    0.1%
   88     20830     34.49    0.1%
   90     20830      30.5    0.1%
   92     20830     36.67    0.1%
   94     20830     40.18    0.1%
   96     20790     26.11    0.1%
   98     20840     45.95    0.2%
  100     20840     25.67    0.1%

Quality and confidence:
param     error
i         0.066

Model:
Time ~=    20830
    + i    0.006
              µs

Reads = 0 + (0 * i)
Writes = 0 + (0 * i)

Pallet: "frame_benchmarking", Extrinsic: "sr25519_verification", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
i,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
1,49481,1223,0,0,0,0,0
1,48334,1007,0,0,0,0,0
1,48373,1014,0,0,0,0,0
1,47694,1059,0,0,0,0,0
1,47283,1017,0,0,0,0,0
1,48321,1080,0,0,0,0,0
1,47988,1096,0,0,0,0,0
1,47787,985,0,0,0,0,0
1,48014,1021,0,0,0,0,0
1,48360,1052,0,0,0,0,0
1,47598,1086,0,0,0,0,0
1,47977,1049,0,0,0,0,0
1,48094,991,0,0,0,0,0
1,48042,1092,0,0,0,0,0
1,48311,1039,0,0,0,0,0
1,47858,1037,0,0,0,0,0
1,48239,1046,0,0,0,0,0
1,48147,1060,0,0,0,0,0
1,48081,1042,0,0,0,0,0
1,48084,1008,0,0,0,0,0
2,95791,1364,0,0,0,0,0
2,95185,1032,0,0,0,0,0
2,94770,1026,0,0,0,0,0
2,95069,1052,0,0,0,0,0
2,95722,1026,0,0,0,0,0
2,94323,1050,0,0,0,0,0
2,95257,1094,0,0,0,0,0
2,94996,1071,0,0,0,0,0
2,94855,1087,0,0,0,0,0
2,94941,1073,0,0,0,0,0
2,95665,1083,0,0,0,0,0
2,94367,1069,0,0,0,0,0
2,95271,1088,0,0,0,0,0
2,95412,1102,0,0,0,0,0
2,94610,1054,0,0,0,0,0
2,94463,1059,0,0,0,0,0
2,94957,1060,0,0,0,0,0
2,95291,1041,0,0,0,0,0
2,94754,1033,0,0,0,0,0
2,94616,1068,0,0,0,0,0
3,142494,1295,0,0,0,0,0
3,142836,1076,0,0,0,0,0
3,157907,1124,0,0,0,0,0
3,142320,1055,0,0,0,0,0
3,142239,1015,0,0,0,0,0
3,142864,1020,0,0,0,0,0
3,142015,1018,0,0,0,0,0
3,142169,1023,0,0,0,0,0
3,141949,1038,0,0,0,0,0
3,142110,1042,0,0,0,0,0
3,141229,1041,0,0,0,0,0
3,141634,1065,0,0,0,0,0
3,142234,1023,0,0,0,0,0
3,142533,1049,0,0,0,0,0
3,141200,1048,0,0,0,0,0
3,142943,1061,0,0,0,0,0
3,142051,1027,0,0,0,0,0
3,142295,1044,0,0,0,0,0
3,140924,1064,0,0,0,0,0
3,140842,1043,0,0,0,0,0
4,188982,1255,0,0,0,0,0
4,188585,1095,0,0,0,0,0
4,189163,1102,0,0,0,0,0
4,189683,1107,0,0,0,0,0
4,189195,1019,0,0,0,0,0
4,189414,1065,0,0,0,0,0
4,188201,1019,0,0,0,0,0
4,189170,1068,0,0,0,0,0
4,187527,1075,0,0,0,0,0
4,189849,1058,0,0,0,0,0
4,189000,1076,0,0,0,0,0
4,190845,1049,0,0,0,0,0
4,188425,1081,0,0,0,0,0
4,189817,1071,0,0,0,0,0
4,188887,1043,0,0,0,0,0
4,189450,1048,0,0,0,0,0
4,189225,1026,0,0,0,0,0
4,189861,1089,0,0,0,0,0
4,188592,1079,0,0,0,0,0
4,188845,1085,0,0,0,0,0
5,237573,1247,0,0,0,0,0
5,237523,1025,0,0,0,0,0
5,236128,1157,0,0,0,0,0
5,254687,1127,0,0,0,0,0
5,235623,1029,0,0,0,0,0
5,235702,1091,0,0,0,0,0
5,234260,1037,0,0,0,0,0
5,235495,1050,0,0,0,0,0
5,235033,1067,0,0,0,0,0
5,235991,1062,0,0,0,0,0
5,236071,1055,0,0,0,0,0
5,235918,1140,0,0,0,0,0
5,236250,1081,0,0,0,0,0
5,236413,1033,0,0,0,0,0
5,236989,1104,0,0,0,0,0
5,236401,1068,0,0,0,0,0
5,235985,1064,0,0,0,0,0
5,234644,1038,0,0,0,0,0
5,236572,1058,0,0,0,0,0
5,236132,1065,0,0,0,0,0
6,283187,1676,0,0,0,0,0
6,284322,1170,0,0,0,0,0
6,283004,1043,0,0,0,0,0
6,282908,1071,0,0,0,0,0
6,283284,1045,0,0,0,0,0
6,284519,1058,0,0,0,0,0
6,282999,1041,0,0,0,0,0
6,282901,1048,0,0,0,0,0
6,282793,1081,0,0,0,0,0
6,282199,1083,0,0,0,0,0
6,283293,1072,0,0,0,0,0
6,282931,1073,0,0,0,0,0
6,283051,1054,0,0,0,0,0
6,282117,1033,0,0,0,0,0
6,283012,1086,0,0,0,0,0
6,283272,1030,0,0,0,0,0
6,281793,1066,0,0,0,0,0
6,282861,1081,0,0,0,0,0
6,283433,1068,0,0,0,0,0
6,284383,1073,0,0,0,0,0
7,331120,1237,0,0,0,0,0
7,330721,1083,0,0,0,0,0
7,330609,1084,0,0,0,0,0
7,328932,1043,0,0,0,0,0
7,329131,1075,0,0,0,0,0
7,329997,1071,0,0,0,0,0
7,329202,1096,0,0,0,0,0
7,329570,1010,0,0,0,0,0
7,328722,1034,0,0,0,0,0
7,330653,1094,0,0,0,0,0
7,329593,1092,0,0,0,0,0
7,330677,1154,0,0,0,0,0
7,329555,1104,0,0,0,0,0
7,330268,1022,0,0,0,0,0
7,330620,1008,0,0,0,0,0
7,330487,1105,0,0,0,0,0
7,328949,1038,0,0,0,0,0
7,330911,1083,0,0,0,0,0
7,331602,1063,0,0,0,0,0
7,330418,1068,0,0,0,0,0
8,419637,1307,0,0,0,0,0
8,376358,1068,0,0,0,0,0
8,377337,1051,0,0,0,0,0
8,377040,1072,0,0,0,0,0
8,376918,1058,0,0,0,0,0
8,376839,1062,0,0,0,0,0
8,379521,1061,0,0,0,0,0
8,376201,1022,0,0,0,0,0
8,376265,1000,0,0,0,0,0
8,376178,1093,0,0,0,0,0
8,378243,1067,0,0,0,0,0
8,377463,1061,0,0,0,0,0
8,376388,1047,0,0,0,0,0
8,377184,1091,0,0,0,0,0
8,375925,1051,0,0,0,0,0
8,377418,1047,0,0,0,0,0
8,375977,1011,0,0,0,0,0
8,379547,1080,0,0,0,0,0
8,378743,1123,0,0,0,0,0
8,375039,1078,0,0,0,0,0
9,424196,1646,0,0,0,0,0
9,424102,1103,0,0,0,0,0
9,425112,1116,0,0,0,0,0
9,425452,1127,0,0,0,0,0
9,426303,1064,0,0,0,0,0
9,451220,1002,0,0,0,0,0
9,425558,1040,0,0,0,0,0
9,423626,1090,0,0,0,0,0
9,425244,1057,0,0,0,0,0
9,424006,1090,0,0,0,0,0
9,424381,1083,0,0,0,0,0
9,428030,1053,0,0,0,0,0
9,423777,1068,0,0,0,0,0
9,453116,1077,0,0,0,0,0
9,422965,1065,0,0,0,0,0
9,424023,1063,0,0,0,0,0
9,422801,1028,0,0,0,0,0
9,425321,1138,0,0,0,0,0
9,426807,1011,0,0,0,0,0
9,423262,1055,0,0,0,0,0
10,471683,1274,0,0,0,0,0
10,484539,1096,0,0,0,0,0
10,470171,1102,0,0,0,0,0
10,472097,1021,0,0,0,0,0
10,471319,1110,0,0,0,0,0
10,470149,1041,0,0,0,0,0
10,471474,1056,0,0,0,0,0
10,471074,1017,0,0,0,0,0
10,470676,1071,0,0,0,0,0
10,473501,1041,0,0,0,0,0
10,471200,1040,0,0,0,0,0
10,470630,1044,0,0,0,0,0
10,472897,1153,0,0,0,0,0
10,471817,1062,0,0,0,0,0
10,469601,1064,0,0,0,0,0
10,471056,1104,0,0,0,0,0
10,470600,991,0,0,0,0,0
10,471072,1079,0,0,0,0,0
10,470793,1001,0,0,0,0,0
10,470490,1087,0,0,0,0,0
11,548523,1373,0,0,0,0,0
11,518857,1093,0,0,0,0,0
11,518238,1112,0,0,0,0,0
11,518451,1063,0,0,0,0,0
11,519282,1113,0,0,0,0,0
11,519535,1117,0,0,0,0,0
11,517471,1139,0,0,0,0,0
11,517447,1046,0,0,0,0,0
11,517325,1091,0,0,0,0,0
11,549272,1028,0,0,0,0,0
11,517130,1027,0,0,0,0,0
11,517818,1074,0,0,0,0,0
11,516741,1049,0,0,0,0,0
11,517218,1046,0,0,0,0,0
11,518058,1006,0,0,0,0,0
11,518727,1042,0,0,0,0,0
11,519098,1030,0,0,0,0,0
11,517011,1142,0,0,0,0,0
11,520524,1098,0,0,0,0,0
11,518765,1036,0,0,0,0,0
12,565763,1318,0,0,0,0,0
12,565475,1162,0,0,0,0,0
12,563924,1035,0,0,0,0,0
12,566012,1045,0,0,0,0,0
12,566473,1021,0,0,0,0,0
12,564067,1103,0,0,0,0,0
12,566945,1066,0,0,0,0,0
12,566383,1081,0,0,0,0,0
12,564096,1100,0,0,0,0,0
12,567188,1096,0,0,0,0,0
12,564694,1044,0,0,0,0,0
12,565672,1032,0,0,0,0,0
12,562659,1075,0,0,0,0,0
12,565313,1103,0,0,0,0,0
12,564588,1039,0,0,0,0,0
12,566380,1020,0,0,0,0,0
12,568788,1045,0,0,0,0,0
12,566870,1007,0,0,0,0,0
12,565628,976,0,0,0,0,0
12,564439,1119,0,0,0,0,0
13,612739,1295,0,0,0,0,0
13,613744,1112,0,0,0,0,0
13,670014,1094,0,0,0,0,0
13,615259,1082,0,0,0,0,0
13,612811,1127,0,0,0,0,0
13,611641,1035,0,0,0,0,0
13,611508,1071,0,0,0,0,0
13,612195,1094,0,0,0,0,0
13,613615,1046,0,0,0,0,0
13,611560,1069,0,0,0,0,0
13,610011,1069,0,0,0,0,0
13,610708,1088,0,0,0,0,0
13,611917,1130,0,0,0,0,0
13,613544,1047,0,0,0,0,0
13,609573,1015,0,0,0,0,0
13,611255,1047,0,0,0,0,0
13,611278,1066,0,0,0,0,0
13,613021,1072,0,0,0,0,0
13,613041,1008,0,0,0,0,0
13,639364,1061,0,0,0,0,0
14,656372,1249,0,0,0,0,0
14,661309,1127,0,0,0,0,0
14,658076,1104,0,0,0,0,0
14,660442,1139,0,0,0,0,0
14,657612,1064,0,0,0,0,0
14,658494,1062,0,0,0,0,0
14,659004,1075,0,0,0,0,0
14,658077,1071,0,0,0,0,0
14,674138,1127,0,0,0,0,0
14,657760,1085,0,0,0,0,0
14,657414,1083,0,0,0,0,0
14,658279,1069,0,0,0,0,0
14,657385,1071,0,0,0,0,0
14,657511,1097,0,0,0,0,0
14,662750,1060,0,0,0,0,0
14,659570,1062,0,0,0,0,0
14,659821,1049,0,0,0,0,0
14,658625,1033,0,0,0,0,0
14,658904,1026,0,0,0,0,0
14,658775,1119,0,0,0,0,0
15,709713,1269,0,0,0,0,0
15,706751,1154,0,0,0,0,0
15,705402,1134,0,0,0,0,0
15,705631,1066,0,0,0,0,0
15,706807,1004,0,0,0,0,0
15,704929,1081,0,0,0,0,0
15,703485,1042,0,0,0,0,0
15,706390,1117,0,0,0,0,0
15,705297,1049,0,0,0,0,0
15,704638,1083,0,0,0,0,0
15,707029,1041,0,0,0,0,0
15,705753,1106,0,0,0,0,0
15,705315,1127,0,0,0,0,0
15,703771,1102,0,0,0,0,0
15,705309,1053,0,0,0,0,0
15,705534,1079,0,0,0,0,0
15,706279,1055,0,0,0,0,0
15,705039,1144,0,0,0,0,0
15,707752,1079,0,0,0,0,0
15,705551,1041,0,0,0,0,0
16,756534,1413,0,0,0,0,0
16,753905,1087,0,0,0,0,0
16,754967,1089,0,0,0,0,0
16,754509,1038,0,0,0,0,0
16,751852,1102,0,0,0,0,0
16,783459,1107,0,0,0,0,0
16,809968,1055,0,0,0,0,0
16,752556,1039,0,0,0,0,0
16,756203,1079,0,0,0,0,0
16,752122,1121,0,0,0,0,0
16,753342,1086,0,0,0,0,0
16,782224,1054,0,0,0,0,0
16,751690,1095,0,0,0,0,0
16,770294,1107,0,0,0,0,0
16,753756,1084,0,0,0,0,0
16,753798,1105,0,0,0,0,0
16,754340,1072,0,0,0,0,0
16,753795,1063,0,0,0,0,0
16,752910,1085,0,0,0,0,0
16,752820,1070,0,0,0,0,0
17,812893,1301,0,0,0,0,0
17,799767,1097,0,0,0,0,0
17,800409,1102,0,0,0,0,0
17,798677,1144,0,0,0,0,0
17,799552,1104,0,0,0,0,0
17,800071,1139,0,0,0,0,0
17,801357,1071,0,0,0,0,0
17,802470,1003,0,0,0,0,0
17,799702,1094,0,0,0,0,0
17,799060,1079,0,0,0,0,0
17,802628,1053,0,0,0,0,0
17,799364,1039,0,0,0,0,0
17,800575,1104,0,0,0,0,0
17,798808,1074,0,0,0,0,0
17,798121,1018,0,0,0,0,0
17,801310,1032,0,0,0,0,0
17,866349,1107,0,0,0,0,0
17,801280,1070,0,0,0,0,0
17,801040,1055,0,0,0,0,0
17,799694,1029,0,0,0,0,0
18,845904,1313,0,0,0,0,0
18,845053,1138,0,0,0,0,0
18,905688,1086,0,0,0,0,0
18,845800,1067,0,0,0,0,0
18,848256,1016,0,0,0,0,0
18,848589,1128,0,0,0,0,0
18,846307,1068,0,0,0,0,0
18,845884,1075,0,0,0,0,0
18,845502,1091,0,0,0,0,0
18,846585,1112,0,0,0,0,0
18,846743,1113,0,0,0,0,0
18,844171,1129,0,0,0,0,0
18,850413,1099,0,0,0,0,0
18,848856,1089,0,0,0,0,0
18,845457,1024,0,0,0,0,0
18,849382,1080,0,0,0,0,0
18,848017,1025,0,0,0,0,0
18,860259,1174,0,0,0,0,0
18,847997,1086,0,0,0,0,0
18,851027,1080,0,0,0,0,0
19,893637,1254,0,0,0,0,0
19,892415,1127,0,0,0,0,0
19,895337,1068,0,0,0,0,0
19,891322,1036,0,0,0,0,0
19,893349,1110,0,0,0,0,0
19,894325,1165,0,0,0,0,0
19,893152,1078,0,0,0,0,0
19,893477,1058,0,0,0,0,0
19,891175,1102,0,0,0,0,0
19,897113,1087,0,0,0,0,0
19,894247,1103,0,0,0,0,0
19,892454,1088,0,0,0,0,0
19,924461,1118,0,0,0,0,0
19,893617,1028,0,0,0,0,0
19,893015,1048,0,0,0,0,0
19,894046,1077,0,0,0,0,0
19,892970,1116,0,0,0,0,0
19,895375,1069,0,0,0,0,0
19,889886,1072,0,0,0,0,0
19,925052,1117,0,0,0,0,0
20,941552,1250,0,0,0,0,0
20,942618,1120,0,0,0,0,0
20,941338,1138,0,0,0,0,0
20,940016,1108,0,0,0,0,0
20,939774,1119,0,0,0,0,0
20,941872,1167,0,0,0,0,0
20,944802,1054,0,0,0,0,0
20,941384,1106,0,0,0,0,0
20,941625,1092,0,0,0,0,0
20,939133,1150,0,0,0,0,0
20,942438,1108,0,0,0,0,0
20,944699,1153,0,0,0,0,0
20,977545,1183,0,0,0,0,0
20,942394,1113,0,0,0,0,0
20,942202,1087,0,0,0,0,0
20,940364,1051,0,0,0,0,0
20,941674,1156,0,0,0,0,0
20,967588,1066,0,0,0,0,0
20,940220,1032,0,0,0,0,0
20,938863,1065,0,0,0,0,0
21,1025992,1394,0,0,0,0,0
21,991398,1054,0,0,0,0,0
21,989839,1114,0,0,0,0,0
21,987753,1025,0,0,0,0,0
21,986448,1141,0,0,0,0,0
21,989381,1024,0,0,0,0,0
21,984334,1066,0,0,0,0,0
21,984914,1157,0,0,0,0,0
21,989306,1136,0,0,0,0,0
21,1044463,1125,0,0,0,0,0
21,987388,1057,0,0,0,0,0
21,987029,1116,0,0,0,0,0
21,986971,1088,0,0,0,0,0
21,990671,1085,0,0,0,0,0
21,1019501,1200,0,0,0,0,0
21,990863,1128,0,0,0,0,0
21,985805,1129,0,0,0,0,0
21,987103,1088,0,0,0,0,0
21,987476,1097,0,0,0,0,0
21,1031901,1168,0,0,0,0,0
22,1033172,1436,0,0,0,0,0
22,1037895,1155,0,0,0,0,0
22,1064212,1198,0,0,0,0,0
22,1035181,1093,0,0,0,0,0
22,1033964,1120,0,0,0,0,0
22,1037313,1163,0,0,0,0,0
22,1035347,1100,0,0,0,0,0
22,1031845,1081,0,0,0,0,0
22,1035866,1166,0,0,0,0,0
22,1036337,1101,0,0,0,0,0
22,1035686,1058,0,0,0,0,0
22,1032405,1069,0,0,0,0,0
22,1037839,1133,0,0,0,0,0
22,1058807,1125,0,0,0,0,0
22,1034589,1081,0,0,0,0,0
22,1033375,1123,0,0,0,0,0
22,1035577,1048,0,0,0,0,0
22,1033173,1064,0,0,0,0,0
22,1033615,1075,0,0,0,0,0
22,1033321,1149,0,0,0,0,0
23,1080938,1408,0,0,0,0,0
23,1080938,1107,0,0,0,0,0
23,1119113,1108,0,0,0,0,0
23,1080248,1046,0,0,0,0,0
23,1094271,1198,0,0,0,0,0
23,1080263,1118,0,0,0,0,0
23,1081650,1097,0,0,0,0,0
23,1100890,1189,0,0,0,0,0
23,1082887,1061,0,0,0,0,0
23,1081591,1079,0,0,0,0,0
23,1080996,1089,0,0,0,0,0
23,1084145,1100,0,0,0,0,0
23,1083897,1097,0,0,0,0,0
23,1080879,1043,0,0,0,0,0
23,1083300,1152,0,0,0,0,0
23,1094750,1081,0,0,0,0,0
23,1110319,1132,0,0,0,0,0
23,1083476,1122,0,0,0,0,0
23,1084411,1157,0,0,0,0,0
23,1079806,1087,0,0,0,0,0
24,1130735,1275,0,0,0,0,0
24,1131016,1136,0,0,0,0,0
24,1126034,1120,0,0,0,0,0
24,1129095,1083,0,0,0,0,0
24,1130887,1014,0,0,0,0,0
24,1157698,1169,0,0,0,0,0
24,1170281,1147,0,0,0,0,0
24,1128583,1050,0,0,0,0,0
24,1127963,1112,0,0,0,0,0
24,1127494,1240,0,0,0,0,0
24,1127403,1110,0,0,0,0,0
24,1129767,1143,0,0,0,0,0
24,1159478,1052,0,0,0,0,0
24,1128272,1131,0,0,0,0,0
24,1128854,1107,0,0,0,0,0
24,1130084,1125,0,0,0,0,0
24,1128828,1067,0,0,0,0,0
24,1128745,1217,0,0,0,0,0
24,1126668,1049,0,0,0,0,0
24,1131365,1116,0,0,0,0,0
25,1177792,1307,0,0,0,0,0
25,1230779,1093,0,0,0,0,0
25,1175701,1101,0,0,0,0,0
25,1208598,1128,0,0,0,0,0
25,1174894,1096,0,0,0,0,0
25,1177256,1069,0,0,0,0,0
25,1174872,1041,0,0,0,0,0
25,1174946,1135,0,0,0,0,0
25,1207685,1159,0,0,0,0,0
25,1176150,1094,0,0,0,0,0
25,1174380,1113,0,0,0,0,0
25,1172879,1066,0,0,0,0,0
25,1176489,1054,0,0,0,0,0
25,1174044,1138,0,0,0,0,0
25,1176065,1086,0,0,0,0,0
25,1177367,1155,0,0,0,0,0
25,1174751,1140,0,0,0,0,0
25,1175658,1053,0,0,0,0,0
25,1180608,1018,0,0,0,0,0
25,1177853,1099,0,0,0,0,0
26,1228714,1297,0,0,0,0,0
26,1221680,1188,0,0,0,0,0
26,1223488,1087,0,0,0,0,0
26,1221730,1215,0,0,0,0,0
26,1254143,1172,0,0,0,0,0
26,1219449,1093,0,0,0,0,0
26,1224909,1128,0,0,0,0,0
26,1218368,1123,0,0,0,0,0
26,1258533,1166,0,0,0,0,0
26,1222270,1083,0,0,0,0,0
26,1225401,1097,0,0,0,0,0
26,1224739,1148,0,0,0,0,0
26,1224167,1139,0,0,0,0,0
26,1223007,1102,0,0,0,0,0
26,1223994,1159,0,0,0,0,0
26,1221911,1089,0,0,0,0,0
26,1225334,1121,0,0,0,0,0
26,1224699,1131,0,0,0,0,0
26,1220667,1033,0,0,0,0,0
26,1222110,1107,0,0,0,0,0
27,1269989,1253,0,0,0,0,0
27,1269955,1134,0,0,0,0,0
27,1272849,1067,0,0,0,0,0
27,1298465,1162,0,0,0,0,0
27,1273991,1112,0,0,0,0,0
27,1270234,1127,0,0,0,0,0
27,1269345,1087,0,0,0,0,0
27,1269771,1099,0,0,0,0,0
27,1268903,1139,0,0,0,0,0
27,1272469,1102,0,0,0,0,0
27,1267730,1166,0,0,0,0,0
27,1269505,1109,0,0,0,0,0
27,1297896,1076,0,0,0,0,0
27,1268747,1107,0,0,0,0,0
27,1271371,1103,0,0,0,0,0
27,1270183,1105,0,0,0,0,0
27,1267131,1069,0,0,0,0,0
27,1269085,1071,0,0,0,0,0
27,1268437,1057,0,0,0,0,0
27,1267377,1130,0,0,0,0,0
28,1349144,1288,0,0,0,0,0
28,1317089,1153,0,0,0,0,0
28,1315648,1084,0,0,0,0,0
28,1315417,1087,0,0,0,0,0
28,1315430,1103,0,0,0,0,0
28,1315510,1042,0,0,0,0,0
28,1315532,1074,0,0,0,0,0
28,1345615,1142,0,0,0,0,0
28,1318314,1089,0,0,0,0,0
28,1350313,1067,0,0,0,0,0
28,1314990,1114,0,0,0,0,0
28,1315407,1094,0,0,0,0,0
28,1317416,1089,0,0,0,0,0
28,1314319,1078,0,0,0,0,0
28,1318196,1065,0,0,0,0,0
28,1319191,1114,0,0,0,0,0
28,1317076,1112,0,0,0,0,0
28,1315611,1091,0,0,0,0,0
28,1315490,1096,0,0,0,0,0
28,1313867,1093,0,0,0,0,0
29,1396216,1324,0,0,0,0,0
29,1365319,1103,0,0,0,0,0
29,1362826,1116,0,0,0,0,0
29,1364198,1119,0,0,0,0,0
29,1394549,1136,0,0,0,0,0
29,1363953,1069,0,0,0,0,0
29,1363653,1197,0,0,0,0,0
29,1362258,1131,0,0,0,0,0
29,1362693,1094,0,0,0,0,0
29,1365199,1105,0,0,0,0,0
29,1361879,1067,0,0,0,0,0
29,1393963,1132,0,0,0,0,0
29,1365283,1155,0,0,0,0,0
29,1365153,1109,0,0,0,0,0
29,1368717,1181,0,0,0,0,0
29,1367909,1021,0,0,0,0,0
29,1362397,1132,0,0,0,0,0
29,1396124,1146,0,0,0,0,0
29,1360052,1096,0,0,0,0,0
29,1399197,1158,0,0,0,0,0
30,1412979,1382,0,0,0,0,0
30,1408224,1144,0,0,0,0,0
30,1412336,1168,0,0,0,0,0
30,1412149,1123,0,0,0,0,0
30,1406614,1109,0,0,0,0,0
30,1407538,1054,0,0,0,0,0
30,1412893,1083,0,0,0,0,0
30,1411748,1154,0,0,0,0,0
30,1413152,1091,0,0,0,0,0
30,1408836,1131,0,0,0,0,0
30,1412760,1087,0,0,0,0,0
30,1411589,1106,0,0,0,0,0
30,1410553,1163,0,0,0,0,0
30,1411745,1115,0,0,0,0,0
30,1410073,1176,0,0,0,0,0
30,1411800,1266,0,0,0,0,0
30,1412797,1187,0,0,0,0,0
30,1416425,1144,0,0,0,0,0
30,1410839,1088,0,0,0,0,0
30,1405650,1193,0,0,0,0,0
31,1457064,1329,0,0,0,0,0
31,1455823,1229,0,0,0,0,0
31,1484764,1184,0,0,0,0,0
31,1459185,1065,0,0,0,0,0
31,1454370,1087,0,0,0,0,0
31,1460113,1202,0,0,0,0,0
31,1459427,1083,0,0,0,0,0
31,1458060,1086,0,0,0,0,0
31,1488275,1112,0,0,0,0,0
31,1486625,1097,0,0,0,0,0
31,1512270,1129,0,0,0,0,0
31,1456810,1083,0,0,0,0,0
31,1527651,1145,0,0,0,0,0
31,1457291,1071,0,0,0,0,0
31,1455854,1182,0,0,0,0,0
31,1459458,1125,0,0,0,0,0
31,1458212,1113,0,0,0,0,0
31,1461672,1194,0,0,0,0,0
31,1459954,1099,0,0,0,0,0
31,1484961,1159,0,0,0,0,0
32,1499897,1313,0,0,0,0,0
32,1505699,1068,0,0,0,0,0
32,1500693,1125,0,0,0,0,0
32,1504285,1192,0,0,0,0,0
32,1510219,1152,0,0,0,0,0
32,1534820,1145,0,0,0,0,0
32,1537364,1132,0,0,0,0,0
32,1503557,1145,0,0,0,0,0
32,1506018,1157,0,0,0,0,0
32,1501760,1095,0,0,0,0,0
32,1505534,1156,0,0,0,0,0
32,1511605,1172,0,0,0,0,0
32,1500453,1120,0,0,0,0,0
32,1532767,1152,0,0,0,0,0
32,1506265,1108,0,0,0,0,0
32,1506513,1157,0,0,0,0,0
32,1506112,1067,0,0,0,0,0
32,1502061,1131,0,0,0,0,0
32,1507422,1106,0,0,0,0,0
32,1578418,1246,0,0,0,0,0
33,1554219,1292,0,0,0,0,0
33,1551125,1228,0,0,0,0,0
33,1552864,1190,0,0,0,0,0
33,1553372,1053,0,0,0,0,0
33,1548138,1112,0,0,0,0,0
33,1549995,1100,0,0,0,0,0
33,1550893,1108,0,0,0,0,0
33,1554214,1110,0,0,0,0,0
33,1551102,1068,0,0,0,0,0
33,1550846,1122,0,0,0,0,0
33,1554859,1108,0,0,0,0,0
33,1583517,1176,0,0,0,0,0
33,1552720,1094,0,0,0,0,0
33,1556412,1138,0,0,0,0,0
33,1554904,1051,0,0,0,0,0
33,1550936,1155,0,0,0,0,0
33,1549327,1085,0,0,0,0,0
33,1552442,1100,0,0,0,0,0
33,1552560,1118,0,0,0,0,0
33,1548423,1117,0,0,0,0,0
34,1602368,1275,0,0,0,0,0
34,1601044,1198,0,0,0,0,0
34,1600805,1159,0,0,0,0,0
34,1596341,1141,0,0,0,0,0
34,1597353,1164,0,0,0,0,0
34,1598157,1091,0,0,0,0,0
34,1600820,1136,0,0,0,0,0
34,1599143,1116,0,0,0,0,0
34,1596169,1065,0,0,0,0,0
34,1597786,1164,0,0,0,0,0
34,1598802,1101,0,0,0,0,0
34,1598248,1163,0,0,0,0,0
34,1596733,1120,0,0,0,0,0
34,1596858,1130,0,0,0,0,0
34,1598471,1137,0,0,0,0,0
34,1611554,1203,0,0,0,0,0
34,1595960,1066,0,0,0,0,0
34,1595844,1070,0,0,0,0,0
34,1598057,1148,0,0,0,0,0
34,1601359,1151,0,0,0,0,0
35,1645542,1328,0,0,0,0,0
35,1649570,1218,0,0,0,0,0
35,1679796,1165,0,0,0,0,0
35,1645617,1142,0,0,0,0,0
35,1647124,1130,0,0,0,0,0
35,1646090,1120,0,0,0,0,0
35,1646975,1105,0,0,0,0,0
35,1647787,1136,0,0,0,0,0
35,1646999,1092,0,0,0,0,0
35,1646908,1102,0,0,0,0,0
35,1647398,1161,0,0,0,0,0
35,1643333,1093,0,0,0,0,0
35,1644593,1228,0,0,0,0,0
35,1649346,1022,0,0,0,0,0
35,1647394,1136,0,0,0,0,0
35,1644395,1087,0,0,0,0,0
35,1673731,1111,0,0,0,0,0
35,1645449,1082,0,0,0,0,0
35,1647201,1143,0,0,0,0,0
35,1641276,1118,0,0,0,0,0
36,1697399,1302,0,0,0,0,0
36,1691591,1148,0,0,0,0,0
36,1694207,1087,0,0,0,0,0
36,1694058,1140,0,0,0,0,0
36,1690620,1050,0,0,0,0,0
36,1692346,1187,0,0,0,0,0
36,1719734,1161,0,0,0,0,0
